hromada_code,hromada_center_code,hromada_type,hromada,hromada_center,oblast_name,raion_name,lat_center,lon_center,ttime,key,n_settlements,square
UA21040070000029344,UA21040070010034667,сільська,Горондівська,Горонда,Закарпатська,Мукачівський,48.3802983,22.5659121,241.7,Закарпатська Мукачівський Горондівська сільська,3,77.2
UA21040090000072363,UA21040090010034849,селищна,Жденіївська,Жденієво,Закарпатська,Мукачівський,48.77243,22.9796199,776,Закарпатська Мукачівський Жденіївська селищна,11,204.8
UA21040110000099623,UA21040110010010794,сільська,Івановецька,Іванівці,Закарпатська,Мукачівський,48.472019,22.647631,300.3,Закарпатська Мукачівський Івановецька сільська,13,95.2
UA21040130000019237,UA21040130010016484,селищна,Кольчинська,Кольчино,Закарпатська,Мукачівський,48.4706501,22.7526899,383.1,Закарпатська Мукачівський Кольчинська селищна,12,137.8
UA21040150000092428,UA21040150010056148,міська,Мукачівська,Мукачево,Закарпатська,Мукачівський,48.4421438,22.7185112,365.1,Закарпатська Мукачівський Мукачівська міська,18,266.9
UA21040170000092506,UA21040170010051496,сільська,Неліпинська,Неліпино,Закарпатська,Мукачівський,48.557854,23.027519,649.7,Закарпатська Мукачівський Неліпинська сільська,4,127
UA21040190000088960,UA21040190010057812,сільська,Нижньоворітська,Нижні Ворота,Закарпатська,Мукачівський,48.770844,23.096771,787.3,Закарпатська Мукачівський Нижньоворітська сільська,11,156.5
UA21040210000079273,UA21040210010063908,сільська,Полянська,Поляна,Закарпатська,Мукачівський,48.624252,22.967024,696.9,Закарпатська Мукачівський Полянська сільська,13,232.1
UA21040230000091606,UA21040230010045142,міська,Свалявська,Свалява,Закарпатська,Мукачівський,48.5460735,22.9895489,559.8,Закарпатська Мукачівський Свалявська міська,10,147.2
UA21040250000010914,UA21040250010091008,селищна,Чинадіївська,Чинадійово,Закарпатська,Мукачівський,48.5005201,22.84435,464.8,Закарпатська Мукачівський Чинадіївська селищна,14,169.3
UA21060010000011784,UA21060010010053544,сільська,Богданська,Богдан,Закарпатська,Рахівський,48.0405394,24.3609175,1135.7,Закарпатська Рахівський Богданська сільська,6,488
UA21060030000020114,UA21060030010061322,селищна,Великобичківська,Великий Бичків,Закарпатська,Рахівський,47.973549,24.0147396,1193.4,Закарпатська Рахівський Великобичківська селищна,9,574.6
UA21060050000029937,UA21060050010040895,міська,Рахівська,Рахів,Закарпатська,Рахівський,48.0556765,24.2057063,1129.1,Закарпатська Рахівський Рахівська міська,4,252.5
UA21060070000049340,UA21060070010074038,селищна,Ясінянська,Ясіня,Закарпатська,Рахівський,48.2722802,24.3611884,1153.7,Закарпатська Рахівський Ясінянська селищна,7,528.6
UA21080010000097427,UA21080010010015628,сільська,Бедевлянська,Бедевля,Закарпатська,Тячівський,48.003201,23.663486,1367.2,Закарпатська Тячівський Бедевлянська сільська,5,30.6
UA21080030000084057,UA21080030010025862,селищна,Буштинська,Буштино,Закарпатська,Тячівський,48.0486521,23.4862834,1761.1,Закарпатська Тячівський Буштинська селищна,9,142.7
UA21080050000056542,UA21080050010025151,сільська,Вільховецька,Вільхівці,Закарпатська,Тячівський,48.10638,23.74729,1284.1,Закарпатська Тячівський Вільховецька сільська,6,74.2
UA21080070000025254,UA21080070010064473,селищна,Дубівська,Дубове,Закарпатська,Тячівський,48.17917,23.88599,1143.3,Закарпатська Тячівський Дубівська селищна,5,196.3
UA21080090000024861,UA21080090010067775,сільська,Нересницька,Нересниця,Закарпатська,Тячівський,48.123211,23.773041,1265.5,Закарпатська Тячівський Нересницька сільська,12,333.9
UA21080110000054940,UA21080110010092186,селищна,Солотвинська,Солотвино,Закарпатська,Тячівський,47.9470202,23.8747013,1277.2,Закарпатська Тячівський Солотвинська селищна,9,164.4
UA21080130000093757,UA21080130010030764,селищна,Тересвянська,Тересва,Закарпатська,Тячівський,47.9978901,23.6995699,1351.2,Закарпатська Тячівський Тересвянська селищна,3,47
UA21080150000014443,UA21080150010051267,міська,Тячівська,Тячів,Закарпатська,Тячівський,48.01163,23.5783799,1761.1,Закарпатська Тячівський Тячівська міська,5,97.8
UA21080170000093911,UA21080170010047994,сільська,Углянська,Угля,Закарпатська,Тячівський,48.15136,23.625759,1250.7,Закарпатська Тячівський Углянська сільська,6,145.2
UA21080190000094580,UA21080190010077478,селищна,Усть-Чорнянська,Усть-Чорна,Закарпатська,Тячівський,48.3249324,23.9348815,1194,Закарпатська Тячівський Усть-Чорнянська селищна,4,641.8
UA21100010000070243,UA21100010010064740,сільська,Баранинська,Баранинці,Закарпатська,Ужгородський,48.57021,22.326281,0.2,Закарпатська Ужгородський Баранинська сільська,12,152.6
UA21100030000089881,UA21100030010048161,селищна,Великоберезнянська,Великий Березний,Закарпатська,Ужгородський,48.88985,22.45812,979.3,Закарпатська Ужгородський Великоберезнянська селищна,8,110.5
UA21100050000042361,UA21100050010029116,сільська,Великодобронська,Велика Добронь,Закарпатська,Ужгородський,48.4222699,22.3914888,127.6,Закарпатська Ужгородський Великодобронська сільська,5,103
UA21100070000018509,UA21100070010018229,сільська,Дубриницько-Малоберезнянська,Дубриничі,Закарпатська,Ужгородський,48.805729,22.492451,218.5,Закарпатська Ужгородський Дубриницько-Малоберезнянська сільська,9,260.8
UA21100090000012128,UA21100090010011565,сільська,Костринська,Кострина,Закарпатська,Ужгородський,48.942177,22.594275,979.3,Закарпатська Ужгородський Костринська сільська,6,211.5
UA21100110000018765,UA21100110010025535,сільська,Оноківська,Оноківці,Закарпатська,Ужгородський,48.654358,22.344803,0.2,Закарпатська Ужгородський Оноківська сільська,5,117.3
UA21100130000055002,UA21100130010027304,міська,Перечинська,Перечин,Закарпатська,Ужгородський,48.73707,22.48764,218.5,Закарпатська Ужгородський Перечинська міська,5,120.2
UA21100150000019483,UA21100150010051569,селищна,Середнянська,Середнє,Закарпатська,Ужгородський,48.5413858,22.5043823,218.5,Закарпатська Ужгородський Середнянська селищна,15,217.2
UA21100170000051803,UA21100170010010939,сільська,Ставненська,Ставне,Закарпатська,Ужгородський,48.992908,22.695318,977.2,Закарпатська Ужгородський Ставненська сільська,12,299.5
UA21100190000078736,UA21100190010022481,сільська,Сюртівська,Сюрте,Закарпатська,Ужгородський,48.50428,22.228897,296,Закарпатська Ужгородський Сюртівська сільська,12,145.2
UA21100210000026937,UA21100210010031664,сільська,Тур’є-Реметівська,Тур’ї Ремети,Закарпатська,Ужгородський,48.71956,22.59613,362.2,Закарпатська Ужгородський Тур’є-Реметівська сільська,17,437.3
UA21100230000083101,UA21100230010016545,міська,Ужгородська,Ужгород,Закарпатська,Ужгородський,48.6223732,22.3022569,0,Закарпатська Ужгородський Ужгородська міська,1,37.7
UA21100250000028639,UA21100250010068293,сільська,Холмківська,Холмок,Закарпатська,Ужгородський,48.5629932,22.2682457,0,Закарпатська Ужгородський Холмківська сільська,10,65.5
UA21100270000015047,UA21100270010071297,міська,Чопська,Чоп,Закарпатська,Ужгородський,48.4313665,22.2063694,295.6,Закарпатська Ужгородський Чопська міська,8,84.1
UA21120010000011654,UA21120010010048679,сільська,Білківська,Білки,Закарпатська,Хустський,48.32439,23.131029,643.7,Закарпатська Хустський Білківська сільська,6,149.2
UA21120030000076462,UA21120030010077683,селищна,Вишківська,Вишково,Закарпатська,Хустський,48.0460598,23.4277425,1761.1,Закарпатська Хустський Вишківська селищна,6,179.9
UA21120050000055437,UA21120050010081452,сільська,Горінчівська,Горінчово,Закарпатська,Хустський,48.266369,23.42869,823.7,Закарпатська Хустський Горінчівська сільська,16,223.6
UA21120070000032447,UA21120070010051888,сільська,Довжанська,Довге,Закарпатська,Хустський,48.36731,23.28072,761.4,Закарпатська Хустський Довжанська сільська,8,257.5
UA21120090000025804,UA21120090010044984,сільська,Драгівська,Драгово,Закарпатська,Хустський,48.235985,23.548994,898.3,Закарпатська Хустський Драгівська сільська,7,148.1
UA21120110000065395,UA21120110010034965,сільська,Зарічанська,Заріччя,Закарпатська,Хустський,48.280449,22.99473,551.8,Закарпатська Хустський Зарічанська сільська,4,41.6
UA21120130000025618,UA21120130010065349,міська,Іршавська,Іршава,Закарпатська,Хустський,48.31924,23.0417599,583.1,Закарпатська Хустський Іршавська міська,20,309.5
UA21120150000079563,UA21120150010097033,сільська,Керецьківська,Керецьки,Закарпатська,Хустський,48.481628,23.217199,761.4,Закарпатська Хустський Керецьківська сільська,4,298.9
UA21120170000080579,UA21120170010016797,сільська,Колочавська,Колочава,Закарпатська,Хустський,48.426567,23.698563,1275.4,Закарпатська Хустський Колочавська сільська,5,161.5
UA21120190000082169,UA21120190010094897,селищна,Міжгірська,Міжгір’я,Закарпатська,Хустський,48.5281184,23.5009289,922.2,Закарпатська Хустський Міжгірська селищна,22,554.1
UA21120210000094884,UA21120210010037873,сільська,Пилипецька,Пилипець,Закарпатська,Хустський,48.670811,23.341829,822,Закарпатська Хустський Пилипецька сільська,11,199.6
UA21120230000041982,UA21120230010059829,сільська,Синевирська,Синевир,Закарпатська,Хустський,48.616518049999996,23.684289403073766,1061.8,Закарпатська Хустський Синевирська сільська,6,254.5
UA21120250000077532,UA21120250010053148,міська,Хустська,Хуст,Закарпатська,Хустський,48.1764917,23.291166,761.4,Закарпатська Хустський Хустська міська,28,402.3
UA23020010000034566,UA23020010010036482,сільська,Андрівська,Андрівка,Запорізька,Бердянський,46.8986755,36.625049,273.4,Запорізька Бердянський Андрівська сільська,4,194.8
UA23020030000059558,UA23020030010042079,селищна,Андріївська,Андріївка,Запорізька,Бердянський,47.09392,36.59031,210.1,Запорізька Бердянський Андріївська селищна,14,498.7
UA23020050000046501,UA23020050010019935,міська,Бердянська,Бердянськ,Запорізька,Бердянський,46.755678,36.7887623,312.2,Запорізька Бердянський Бердянська міська,5,252.2
UA23020070000049788,UA23020070010024860,сільська,Берестівська,Берестове,Запорізька,Бердянський,47.1404461,36.8029994,256.6,Запорізька Бердянський Берестівська сільська,11,498.7
UA23020090000069977,UA23020090010072044,сільська,Коларівська,Софіївка,Запорізька,Бердянський,46.904072,36.33041,195.9,Запорізька Бердянський Коларівська сільська,11,418.6
UA23020110000062653,UA23020110010013548,сільська,Осипенківська,Осипенко,Запорізька,Бердянський,46.91643,36.81999,318.9,Запорізька Бердянський Осипенківська сільська,7,419.6
UA23020130000081044,UA23020130010076068,міська,Приморська,Приморськ,Запорізька,Бердянський,46.7343149,36.3472151,236.6,Запорізька Бердянський Приморська міська,20,985.7
UA23020150000063371,UA23020150010043513,селищна,Чернігівська,Чернігівка,Запорізька,Бердянський,47.19486,36.2075,161.4,Запорізька Бердянський Чернігівська селищна,41,1201.2
UA23040010000033945,UA23040010010050707,сільська,Благовіщенська,Благовіщенка,Запорізька,Василівський,47.461262,34.821815,113,Запорізька Василівський Благовіщенська сільська,7,299.7
UA23040030000061166,UA23040030010016724,міська,Василівська,Василівка,Запорізька,Василівський,47.4431859,35.2803026,42.6,Запорізька Василівський Василівська міська,18,721.5
UA23040050000076136,UA23040050010097416,сільська,Великобілозерська,Велика Білозерка,Запорізька,Василівський,47.26936,34.684521,152.4,Запорізька Василівський Великобілозерська сільська,8,470.9
UA23040070000097076,UA23040070010033097,сільська,Водянська,Водяне,Запорізька,Василівський,47.479115,34.517452,148.6,Запорізька Василівський Водянська сільська,8,365.2
UA23040090000031823,UA23040090010050034,міська,Дніпрорудненська,Дніпрорудне,Запорізька,Василівський,47.3899205,35.0028481,82.7,Запорізька Василівський Дніпрорудненська міська,3,47.6
UA23040110000019947,UA23040110010044100,міська,Енергодарська,Енергодар,Запорізька,Василівський,47.4900575,34.6602709,115.2,Запорізька Василівський Енергодарська міська,1,63.4
UA23040130000044084,UA23040130010014334,міська,Кам’янсько-Дніпровська,Кам’янка-Дніпровська,Запорізька,Василівський,47.4900938,34.4109101,138.1,Запорізька Василівський Кам’янсько-Дніпровська міська,3,435.9
UA23040150000063069,UA23040150010072414,сільська,Малобілозерська,Мала Білозерка,Запорізька,Василівський,47.24419,34.939514,149.7,Запорізька Василівський Малобілозерська сільська,8,623.4
UA23040170000022547,UA23040170010073574,селищна,Михайлівська,Михайлівка,Запорізька,Василівський,47.2657187,35.2217134,76,Запорізька Василівський Михайлівська селищна,12,612.3
UA23040190000047410,UA23040190010034457,сільська,Роздольська,Роздол,Запорізька,Василівський,47.2817378,35.3955872,63.4,Запорізька Василівський Роздольська сільська,32,418.3
UA23040210000019462,UA23040210010095541,селищна,Степногірська,Степногірськ,Запорізька,Василівський,47.58694,35.35606,50.8,Запорізька Василівський Степногірська селищна,9,235.3
UA23060010000052992,UA23060010010065997,сільська,Біленьківська,Біленьке,Запорізька,Запорізький,47.621609,35.030251,95.1,Запорізька Запорізький Біленьківська сільська,9,357.2
UA23060030000037089,UA23060030010056906,міська,Вільнянська,Вільнянськ,Запорізька,Запорізький,47.9433,35.43159,114.4,Запорізька Запорізький Вільнянська міська,16,158.4
UA23060050000065959,UA23060050010019157,сільська,Долинська,Долинське,Запорізька,Запорізький,47.788471,34.956089,67.2,Запорізька Запорізький Долинська сільська,9,170.1
UA23060070000082704,UA23060070010069526,міська,Запорізька,Запоріжжя,Запорізька,Запорізький,47.8507859,35.1182867,0,Запорізька Запорізький Запорізька міська,1,311.7
UA23060090000082326,UA23060090010013596,селищна,Комишуваська,Комишуваха,Запорізька,Запорізький,47.7141975,35.5322725,81,Запорізька Запорізький Комишуваська селищна,30,531
UA23060110000049870,UA23060110010013081,селищна,Кушугумська,Кушугум,Запорізька,Запорізький,47.71671,35.20981,30.5,Запорізька Запорізький Кушугумська селищна,3,216.2
UA23060130000058533,UA23060130010016800,сільська,Матвіївська,Матвіївка,Запорізька,Запорізький,47.905201,35.301819,51.6,Запорізька Запорізький Матвіївська сільська,12,153.6
UA23060150000085288,UA23060150010061768,сільська,Михайлівська,Михайлівка,Запорізька,Запорізький,47.951923,35.253956,42.3,Запорізька Запорізький Михайлівська сільська,15,164.1
UA23060170000046208,UA23060170010056787,сільська,Михайло-Лукашівська,Михайло-Лукашеве,Запорізька,Запорізький,47.958382,35.591595,105.6,Запорізька Запорізький Михайло-Лукашівська сільська,26,368
UA23060190000080843,UA23060190010048202,селищна,Новомиколаївська,Новомиколаївка,Запорізька,Запорізький,47.97146,35.89886,143.9,Запорізька Запорізький Новомиколаївська селищна,54,659.3
UA23060210000064233,UA23060210010059808,сільська,Новоолександрівська,Новоолександрівка,Запорізька,Запорізький,47.751041,35.36739,41.9,Запорізька Запорізький Новоолександрівська сільська,7,142.8
UA23060230000071243,UA23060230010011165,сільська,Павлівська,Павлівське,Запорізька,Запорізький,47.946049,35.463181,85.2,Запорізька Запорізький Павлівська сільська,21,169.8
UA23060250000058722,UA23060250010080166,сільська,Петро-Михайлівська,Петро-Михайлівка,Запорізька,Запорізький,48.060032,35.229721,64.6,Запорізька Запорізький Петро-Михайлівська сільська,18,278.4
UA23060270000087706,UA23060270010047338,сільська,Степненська,Степне,Запорізька,Запорізький,47.79911,35.305592,35.9,Запорізька Запорізький Степненська сільська,8,94.6
UA23060290000024046,UA23060290010040829,сільська,Таврійська,Таврійське,Запорізька,Запорізький,47.652512,35.69733,96.6,Запорізька Запорізький Таврійська сільська,3,184.1
UA23060310000081443,UA23060310010075357,селищна,Тернуватська,Тернувате,Запорізька,Запорізький,47.82932,36.12682,151.9,Запорізька Запорізький Тернуватська селищна,16,257
UA23060330000027462,UA23060330010051301,сільська,Широківська,Широке,Запорізька,Запорізький,47.910351,34.901161,106.2,Запорізька Запорізький Широківська сільська,35,477.4
UA23080010000036379,UA23080010010060201,селищна,Веселівська,Веселе,Запорізька,Мелітопольський,47.0179164,34.9211323,147.5,Запорізька Мелітопольський Веселівська селищна,11,567.4
UA23080030000064349,UA23080030010040102,селищна,Кирилівська,Кирилівка,Запорізька,Мелітопольський,46.3717985,35.3696143,189.6,Запорізька Мелітопольський Кирилівська селищна,8,662.1
UA23080050000095009,UA23080050010022831,сільська,Костянтинівська,Костянтинівка,Запорізька,Мелітопольський,46.833878,35.425159,105,Запорізька Мелітопольський Костянтинівська сільська,2,230.3
UA23080070000068953,UA23080070010092407,міська,Мелітопольська,Мелітополь,Запорізька,Мелітопольський,46.8467267,35.3827281,109.8,Запорізька Мелітопольський Мелітопольська міська,1,49.7
UA23080090000051553,UA23080090010048868,селищна,Мирненська,Мирне,Запорізька,Мелітопольський,46.9464984,35.4405448,98.7,Запорізька Мелітопольський Мирненська селищна,9,196.3
UA23080110000020314,UA23080110010071971,сільська,Новенська,Нове,Запорізька,Мелітопольський,46.785141,35.28067,157.4,Запорізька Мелітопольський Новенська сільська,12,252
UA23080130000083188,UA23080130010046306,сільська,Новобогданівська,Новобогданівка,Запорізька,Мелітопольський,47.085339,35.328941,87,Запорізька Мелітопольський Новобогданівська сільська,6,198.4
UA23080150000073640,UA23080150010023091,селищна,Нововасилівська,Нововасилівка,Запорізька,Мелітопольський,46.834721,35.749512,159.4,Запорізька Мелітопольський Нововасилівська селищна,20,723.1
UA23080170000033256,UA23080170010053908,сільська,Новоуспенівська,Новоуспенівка,Запорізька,Мелітопольський,47.050869,35.034115,99.7,Запорізька Мелітопольський Новоуспенівська сільська,9,296.2
UA23080190000065134,UA23080190010020260,сільська,Олександрівська,Олександрівка,Запорізька,Мелітопольський,46.538078,35.483089,149,Запорізька Мелітопольський Олександрівська сільська,14,639.5
UA23080210000060255,UA23080210010037673,сільська,Плодородненська,Плодородне,Запорізька,Мелітопольський,47.166019,35.323101,62.2,Запорізька Мелітопольський Плодородненська сільська,12,155.8
UA23080230000097340,UA23080230010027591,селищна,Приазовська,Приазовське,Запорізька,Мелітопольський,46.73,35.63896,174.2,Запорізька Мелітопольський Приазовська селищна,18,570.7
UA23080250000043914,UA23080250010033665,сільська,Семенівська,Семенівка,Запорізька,Мелітопольський,46.894451,35.416489,99.5,Запорізька Мелітопольський Семенівська сільська,21,591.9
UA23080270000086363,UA23080270010078454,сільська,Терпіннівська,Терпіння,Запорізька,Мелітопольський,46.975765,35.421688,95,Запорізька Мелітопольський Терпіннівська сільська,19,367.5
UA23080290000096336,UA23080290010083748,сільська,Чкаловська,Чкалове,Запорізька,Мелітопольський,47.06955,34.71302,159.2,Запорізька Мелітопольський Чкаловська сільська,10,265.4
UA23080310000097001,UA23080310010091806,селищна,Якимівська,Якимівка,Запорізька,Мелітопольський,46.69636,35.15522,158,Запорізька Мелітопольський Якимівська селищна,36,1242.2
UA23100010000094236,UA23100010010076329,селищна,Більмацька,Кам’янка,Запорізька,Пологівський,47.3624,36.65108,235.8,Запорізька Пологівський Більмацька селищна,22,641.3
UA23100030000016840,UA23100030010072559,сільська,Воздвижівська,Воздвижівка,Запорізька,Пологівський,47.747269,36.079788,145.1,Запорізька Пологівський Воздвижівська сільська,13,246.2
UA23100050000041545,UA23100050010024167,сільська,Воскресенська,Воскресенка,Запорізька,Пологівський,47.474331,36.35342,205.8,Запорізька Пологівський Воскресенська сільська,4,264.9
UA23100070000026535,UA23100070010036682,міська,Гуляйпільська,Гуляйполе,Запорізька,Пологівський,47.6655382,36.2656849,176.9,Запорізька Пологівський Гуляйпільська міська,32,677.3
UA23100090000029171,UA23100090010074320,селищна,Комиш-Зорянська,Комиш-Зоря,Запорізька,Пологівський,47.32944,36.70292,430,Запорізька Пологівський Комиш-Зорянська селищна,10,371.1
UA23100110000028240,UA23100110010062193,сільська,Малинівська,Малинівка,Запорізька,Пологівський,47.671391,36.476318,223.4,Запорізька Пологівський Малинівська сільська,13,377.6
UA23100130000058758,UA23100130010093963,сільська,Малотокмачанська,Мала Токмачка,Запорізька,Пологівський,47.532688,35.896801,108.4,Запорізька Пологівський Малотокмачанська сільська,4,174.3
UA23100150000023366,UA23100150010091297,міська,Молочанська,Молочанськ,Запорізька,Пологівський,47.20653,35.59742,124.4,Запорізька Пологівський Молочанська міська,23,567.4
UA23100170000031289,UA23100170010023304,міська,Оріхівська,Оріхів,Запорізька,Пологівський,47.5691902,35.7789871,90.4,Запорізька Пологівський Оріхівська міська,8,342.8
UA23100190000020018,UA23100190010032690,міська,Пологівська,Пологи,Запорізька,Пологівський,47.4784803,36.2531412,210.4,Запорізька Пологівський Пологівська міська,23,804.9
UA23100210000086911,UA23100210010033958,сільська,Преображенська,Преображенка,Запорізька,Пологівський,47.583126,35.792824,91.9,Запорізька Пологівський Преображенська сільська,15,366
UA23100230000021603,UA23100230010016159,селищна,Розівська,Розівка,Запорізька,Пологівський,47.3866992,37.0675861,307.5,Запорізька Пологівський Розівська селищна,28,610.5
UA23100250000073490,UA23100250010060449,сільська,Смирновська,Смирнове,Запорізька,Пологівський,47.2136817,36.5431264,221.1,Запорізька Пологівський Смирновська сільська,8,324.3
UA23100270000073418,UA23100270010029314,міська,Токмацька,Токмак,Запорізька,Пологівський,47.2557432,35.7021159,135.3,Запорізька Пологівський Токмацька міська,26,728.3
UA23100290000069212,UA23100290010097828,сільська,Федорівська,Федорівка,Запорізька,Пологівський,47.550541,36.54945,244.2,Запорізька Пологівський Федорівська сільська,11,275
UA26020010000096556,UA26020010010026414,сільська,Білоберізька,Білоберізка,Івано-Франківська,Верховинський,48.1469,25.067711,157.4,Івано-Франківська Верховинський Білоберізька сільська,17,353.8
UA26020030000088465,UA26020030010013669,селищна,Верховинська,Верховина,Івано-Франківська,Верховинський,48.1538102,24.82793,201.2,Івано-Франківська Верховинський Верховинська селищна,20,407.2
UA26020050000098694,UA26020050010095007,сільська,Зеленська,Зелене,Івано-Франківська,Верховинський,48.052479,24.74876,207.9,Івано-Франківська Верховинський Зеленська сільська,6,487.3
UA26040010000011271,UA26040010010073361,селищна,Більшівцівська,Більшівці,Івано-Франківська,Івано-Франківський,49.18373,24.74602,65.8,Івано-Франківська Івано-Франківський Більшівцівська селищна,16,152.4
UA26040030000091528,UA26040030010017453,селищна,Богородчанська,Богородчани,Івано-Франківська,Івано-Франківський,48.8092602,24.5456201,384,Івано-Франківська Івано-Франківський Богородчанська селищна,17,255.8
UA26040050000080752,UA26040050010057824,селищна,Букачівська,Букачівці,Івано-Франківська,Івано-Франківський,49.2620345,24.4962275,121.1,Івано-Франківська Івано-Франківський Букачівська селищна,13,139.3
UA26040070000065724,UA26040070010092973,міська,Бурштинська,Бурштин,Івано-Франківська,Івано-Франківський,49.2516287,24.6341893,80.9,Івано-Франківська Івано-Франківський Бурштинська міська,19,201.8
UA26040090000025932,UA26040090010078723,міська,Галицька,Галич,Івано-Франківська,Івано-Франківський,49.123317,24.7299495,64.5,Івано-Франківська Івано-Франківський Галицька міська,26,244.4
UA26040110000023512,UA26040110010050991,сільська,Дзвиняцька,Дзвиняч,Івано-Франківська,Івано-Франківський,48.743591,24.42226,318.1,Івано-Франківська Івано-Франківський Дзвиняцька сільська,5,80
UA26040130000010870,UA26040130010016074,сільська,Дубовецька,Дубівці,Івано-Франківська,Івано-Франківський,49.085541,24.778629,7.9,Івано-Франківська Івано-Франківський Дубовецька сільська,15,172.2
UA26040150000053322,UA26040150010063512,селищна,Єзупільська,Єзупіль,Івано-Франківська,Івано-Франківський,49.0416938,24.7802375,10.1,Івано-Франківська Івано-Франківський Єзупільська селищна,5,86.2
UA26040170000097347,UA26040170010079109,сільська,Загвіздянська,Загвіздя,Івано-Франківська,Івано-Франківський,48.92363,24.665743,152.6,Івано-Франківська Івано-Франківський Загвіздянська сільська,2,31.3
UA26040190000081578,UA26040190010045761,міська,Івано-Франківська,Івано-Франківськ,Івано-Франківська,Івано-Франківський,48.9225224,24.7103188,0,Івано-Франківська Івано-Франківський Івано-Франківська міська,19,263.8
UA26040210000094444,UA26040210010040017,селищна,Лисецька,Лисець,Івано-Франківська,Івано-Франківський,48.87028,24.61075,407.4,Івано-Франківська Івано-Франківський Лисецька селищна,4,81.3
UA26040230000035526,UA26040230010079989,селищна,Обертинська,Обертин,Івано-Франківська,Івано-Франківський,48.6983959,25.1712272,121.3,Івано-Франківська Івано-Франківський Обертинська селищна,9,161.3
UA26040250000061081,UA26040250010059660,сільська,Олешанська,Олеша,Івано-Франківська,Івано-Франківський,48.834229,25.13191,126.2,Івано-Франківська Івано-Франківський Олешанська сільська,15,156.2
UA26040270000047749,UA26040270010067876,міська,Рогатинська,Рогатин,Івано-Франківська,Івано-Франківський,49.4092703,24.6105811,140.6,Івано-Франківська Івано-Франківський Рогатинська міська,72,632.6
UA26040290000025886,UA26040290010040509,селищна,Солотвинська,Солотвин,Івано-Франківська,Івано-Франківський,48.7054933,24.4235647,318.8,Івано-Франківська Івано-Франківський Солотвинська селищна,14,374.6
UA26040310000066064,UA26040310010020838,сільська,Старобогородчанська,Старі Богородчани,Івано-Франківська,Івано-Франківський,48.829906,24.5278225,358.3,Івано-Франківська Івано-Франківський Старобогородчанська сільська,5,84.1
UA26040330000019235,UA26040330010091232,міська,Тисменицька,Тисмениця,Івано-Франківська,Івано-Франківський,48.9018102,24.8484719,10.1,Івано-Франківська Івано-Франківський Тисменицька міська,19,246.3
UA26040350000024417,UA26040350010070754,міська,Тлумацька,Тлумач,Івано-Франківська,Івано-Франківський,48.8665866,25.0011978,142.1,Івано-Франківська Івано-Франківський Тлумацька міська,35,363.5
UA26040370000057019,UA26040370010026626,сільська,Угринівська,Угринів,Івано-Франківська,Івано-Франківський,48.959202,24.68594,154,Івано-Франківська Івано-Франківський Угринівська сільська,2,17.9
UA26040390000023006,UA26040390010046852,сільська,Ямницька,Ямниця,Івано-Франківська,Івано-Франківський,48.990276,24.708786,0,Івано-Франківська Івано-Франківський Ямницька сільська,7,128
UA26060010000037638,UA26060010010092713,міська,Болехівська,Болехів,Івано-Франківська,Калуський,49.0663203,23.8598949,150.3,Івано-Франківська Калуський Болехівська міська,11,287
UA26060030000011364,UA26060030010070530,селищна,Брошнів-Осадська,Брошнів-Осада,Івано-Франківська,Калуський,48.9958991,24.1858656,141.2,Івано-Франківська Калуський Брошнів-Осадська селищна,5,88.5
UA26060050000042523,UA26060050010082967,сільська,Верхнянська,Верхня,Івано-Франківська,Калуський,49.097856,24.3006429,95.4,Івано-Франківська Калуський Верхнянська сільська,12,139.9
UA26060070000011203,UA26060070010096884,селищна,Вигодська,Вигода,Івано-Франківська,Калуський,48.9349502,23.9126266,197.8,Івано-Франківська Калуський Вигодська селищна,17,797.6
UA26060090000054411,UA26060090010056758,сільська,Витвицька,Витвиця,Івано-Франківська,Калуський,48.99128,23.85424,150.6,Івано-Франківська Калуський Витвицька сільська,9,154.4
UA26060110000025739,UA26060110010011082,селищна,Войнилівська,Войнилів,Івано-Франківська,Калуський,49.1303725,24.4995375,89.5,Івано-Франківська Калуський Войнилівська селищна,16,163.4
UA26060130000047466,UA26060130010099427,міська,Долинська,Долина,Івано-Франківська,Калуський,48.9782308,23.9789588,188.5,Івано-Франківська Калуський Долинська міська,22,351.6
UA26060150000074921,UA26060150010040584,сільська,Дубівська,Дуба,Івано-Франківська,Калуський,48.848362,24.160015,182.6,Івано-Франківська Калуський Дубівська сільська,11,91.9
UA26060170000091466,UA26060170010082672,міська,Калуська,Калуш,Івано-Франківська,Калуський,49.028894,24.3613198,127.4,Івано-Франківська Калуський Калуська міська,17,265.5
UA26060190000099075,UA26060190010048474,сільська,Новицька,Новиця,Івано-Франківська,Калуський,48.954788,24.334322,128.4,Івано-Франківська Калуський Новицька сільська,10,140.9
UA26060210000091421,UA26060210010093770,селищна,Перегінська,Перегінське,Івано-Франківська,Калуський,48.8115525,24.1938558,195,Івано-Франківська Калуський Перегінська селищна,16,668.6
UA26060230000053464,UA26060230010077999,селищна,Рожнятівська,Рожнятів,Івано-Франківська,Калуський,48.9402225,24.1580976,147.2,Івано-Франківська Калуський Рожнятівська селищна,10,179.1
UA26060250000064599,UA26060250010062648,сільська,Спаська,Спас,Івано-Франківська,Калуський,48.8888154,24.0625108,208.6,Івано-Франківська Калуський Спаська сільська,6,234.3
