Hromada_category,Region,Raion,Hromada,Hromada_code,Main_council_code,Council_codes_v1,Decision_date_v1,Council_codes_v2,Decision_date_v2,Council_codes_v3,Decision_date_v3,Council_codes_v4,Decision_date_v4,Council_codes_v5,Decision_date_v5,Council_codes_final,voluntary_amalgamation
Ради-громади (2020),Дніпропетровська область,Дніпровський район,Дніпровська міська громада,UA12020010000033698,1210100000,1210100000,2020-08-16,,,,,,,,,1210100000,0
Ради-громади (2020),Дніпропетровська область,Криворізький район,Криворізька міська громада,UA12060170000091033,1211000000,1211000000,2020-08-16,,,,,,,,,1211000000,0
Ради-громади (2020),Дніпропетровська область,Нікопольський район,Нікопольська міська громада,UA12080050000062712,1211600000,1211600000,2020-08-16,,,,,,,,,1211600000,0
Ради-громади (2020),Дніпропетровська область,Новомосковський район,Новомосковська міська громада,UA12100070000011492,1211900000,1211900000,2020-08-16,,,,,,,,,1211900000,0
Ради-громади (2020),Дніпропетровська область,Павлоградський район,Павлоградська міська громада,UA12120070000057518,1212400000,1212400000,2020-08-16,,,,,,,,,1212400000,0
Ради-громади (2020),Дніпропетровська область,Синельниківський район,Першотравенська міська громада,UA12140210000089021,1212600000,1212600000,2020-08-16,,,,,,,,,1212600000,0
Ради-громади (2020),Дніпропетровська область,Синельниківський район,Синельниківська міська громада,UA12140310000078816,1213000000,1213000000,2020-08-16,,,,,,,,,1213000000,0
Ради-громади (2020),Дніпропетровська область,Павлоградський район,Тернівська міська громада,UA12120090000031622,1213500000,1213500000,2020-08-16,,,,,,,,,1213500000,0
Ради-громади (2020),Донецька область,Покровський район,Авдіївська міська громада,UA14160010000086090,1410200000,1410200000,2020-08-16,,,,,,,,,1410200000,0
Ради-громади (2020),Закарпатська область,Ужгородський район,Ужгородська міська громада,UA21100230000083101,2110100000,2110100000,2020-08-16,,,,,,,,,2110100000,0
Ради-громади (2020),Запорізька область,Запорізький район,Запорізька міська громада,UA23060070000082704,2310100000,2310100000,2020-08-16,,,,,,,,,2310100000,0
Ради-громади (2020),Запорізька область,Мелітопольський район,Мелітопольська міська громада,UA23080070000068953,2310700000,2310700000,2020-08-16,,,,,,,,,2310700000,0
Ради-громади (2020),Запорізька область,Василівський район,Енергодарська міська громада,UA23040110000019947,2312500000,2312500000,2020-08-16,,,,,,,,,2312500000,0
Ради-громади (2020),Київська область,Бучанський район,Коцюбинська селищна громада,UA32080170000086616,3210946200,3210946200,2020-08-16,,,,,,,,,3210946200,0
Ради-громади (2020),Київська область,Вишгородський район,Славутицька міська громада,UA32100130000093505,3211500000,3211500000,2020-08-16,,,,,,,,,3211500000,0
Ради-громади (2020),Київська область,Фастівський район,Чабанівська селищна громада,UA32140170000038368,3222457400,3222457400,2020-08-16,,,,,,,,,3222457400,0
Ради-громади (2020),Миколаївська область,Миколаївський район,Миколаївська міська громада,UA48060150000071713,4810100000,4810100000,2020-08-16,,,,,,,,,4810100000,0
Ради-громади (2020),Одеська область,Одеський район,Одеська міська громада,UA51100270000073549,5110100000,5110100000,2020-08-16,,,,,,,,,5110100000,0
Ради-громади (2020),Одеська область,Білгород-Дністровський район,Білгород-Дністровська міська громада,UA51040010000016896,5110300000,5110300000,2020-08-16,,,,,,,,,5110300000,0
Ради-громади (2020),Одеська область,Ізмаїльський район,Ізмаїльська міська громада,UA51080030000048246,5110600000,5110600000,2020-08-16,,,,,,,,,5110600000,0
Ради-громади (2020),Одеська область,Одеський район,Чорноморська міська громада,UA51100370000040590,5110800000,5110800000,2020-08-16,,,,,,,,,5110800000,0
Ради-громади (2020),Одеська область,Одеський район,Теплодарська міська громада,UA51100310000010196,5111500000,5111500000,2020-08-16,,,,,,,,,5111500000,0
Ради-громади (2020),Одеська область,Одеський район,Чорноморська селищна громада,UA51100390000087217,5122755900,5122755900,2020-08-16,,,,,,,,,5122755900,0
Ради-громади (2020),Рівненська область,Дубенський район,Дубенська міська громада,UA56040110000061997,5610300000,5610300000,2020-08-16,,,,,,,,,5610300000,0
Ради-громади (2020),Харківська область,Харківський район,Харківська міська громада,UA63120270000028556,6310100000,6310100000,2020-08-16,,,,,,,,,6310100000,0
Ради-громади (2020),Черкаська область,Черкаський район,Черкаська міська громада,UA71080490000022110,7110100000,7110100000,2020-08-16,,,,,,,,,7110100000,0
Ради-громади (2020),Черкаська область,Черкаський район,Смілянська міська громада,UA71080390000078978,7110500000,7110500000,2020-08-16,,,,,,,,,7110500000,0
Ради-громади (2020),Чернігівська область,Чернігівський район,Чернігівська міська громада,UA74100390000073425,7410100000,7410100000,2020-08-16,,,,,,,,,7410100000,0
Ради-громади (2020),Чернігівська область,Прилуцький район,Прилуцька міська громада,UA74080130000060606,7410700000,7410700000,2020-08-16,,,,,,,,,7410700000,0
Ради-громади (2020),Київська міська громада,Київська міська громада,Київська міська громада,UA80,8000000000,8000000000,2020-08-16,,,,,,,,,8000000000,0
Утворені в 2020,Вінницька область,Могилів-Подільський район,Могилів-Подільська міська громада,UA05080050000023603,0510400000,"0522681400,0522682600,0522683000,0522684800,0522685000,0522685300,0522685700,0522682100,0522686800,0522688000,0510400000",2020-08-16,,,,,,,,,"0522681400,0522682600,0522683000,0522684800,0522685000,0522685300,0522685700,0522682100,0522686800,0522688000,0510400000",0
Утворені в 2020,Вінницька область,Хмільницький район,Козятинська міська громада,UA05120090000060589,0510500000,"0521482800,0521483400,0521484800,0521486000,0521487000,0521487200,0521487600,0510500000",2020-08-16,,,,,,,,,"0521482800,0521483400,0521484800,0521486000,0521487000,0521487200,0521487600,0510500000",0
Утворені в 2020,Вінницька область,Гайсинський район,Ладижинська міська громада,UA05040130000025322,0510600000,"0524381200,0510600000",2020-08-16,,,,,,,,,"0524381200,0510600000",0
Утворені в 2020,Вінницька область,Жмеринський район,Копайгородська селищна громада,UA05060070000012952,0520255300,"0520280400,0520280800,0520282000,0520255300,0520282600,0520284400,0520284800",2020-08-16,,,,,,,,,"0520280400,0520280800,0520282000,0520255300,0520282600,0520284400,0520284800",0
Утворені в 2020,Вінницька область,Гайсинський район,Бершадська міська громада,UA05040010000022470,0520410100,"0520480400,0520410100,0520480600,0520480900,0520485800,0520481300,0520482200,0520482300,0520482400,0520482800,0520483000,0520483200,0520483600,0520484000,0520484200,0520485000,0520485400,0520485600,0520488600",2020-08-16,,,,,,,,,"0520480400,0520410100,0520480600,0520480900,0520485800,0520481300,0520482200,0520482300,0520482400,0520482800,0520483000,0520483200,0520483600,0520484000,0520484200,0520485000,0520485400,0520485600,0520488600",0
Утворені в 2020,Вінницька область,Вінницький район,Стрижавська селищна громада,UA05020230000029909,0520655900,"0520681800,0520682600,0520684000,0520687000,0520655900,0522486000",2020-08-16,,,,,,,,,"0520681800,0520682600,0520684000,0520687000,0520655900,0522486000",0
Утворені в 2020,Вінницька область,Вінницький район,Агрономічна сільська громада,UA05020010000053508,0520680200,"0520680200,0520680500,0520682200,0520683800",2020-08-16,,,,,,,,,"0520680200,0520680500,0520682200,0520683800",0
Утворені в 2020,Вінницька область,Гайсинський район,Гайсинська міська громада,UA05040030000050131,0520810100,"0520880300,0520880600,0520810100,0520881500,0520881800,0520882000,0520882200,0520882400,0520882600,0520883600,0520883800,0520884000,0520885400,0520885600,0520885800,0520886500,0520887600",2020-08-16,,,,,,,,,"0520880300,0520880600,0520810100,0520881500,0520881800,0520882000,0520882200,0520882400,0520882600,0520883600,0520883800,0520884000,0520885400,0520885600,0520885800,0520886500,0520887600",0
Утворені в 2020,Вінницька область,Жмеринський район,Станіславчицька сільська громада,UA05060130000030729,0521085800,"0521082200,0521082800,0521083900,0521084000,0521084200,0521085800,0521086300,0521086800",2020-08-16,,,,,,,,,"0521082200,0521082800,0521083900,0521084000,0521084200,0521085800,0521086300,0521086800",0
Утворені в 2020,Вінницька область,Хмільницький район,Самгородоцька сільська громада,UA05120130000014261,0521486800,"0521485600,0521481200,0521481600,0521482000,0521482200,0521482400,0521482600,0521485400,0521485000,0521486800",2020-08-16,,,,,,,,,"0521485600,0521481200,0521481600,0521482000,0521482200,0521482400,0521482600,0521485400,0521485000,0521486800",0
Утворені в 2020,Вінницька область,Тульчинський район,Крижопільська селищна громада,UA05100070000035159,0521955100,"0521980800,0521982400,0521982600,0521984200,0521955100,0521984400,0521984600,0521985800,0521986200,0521986400,0521986600",2020-08-16,,,,,,,,,"0521980800,0521982400,0521982600,0521984200,0521955100,0521984400,0521984600,0521985800,0521986200,0521986400,0521986600",0
Утворені в 2020,Вінницька область,Тульчинський район,Городківська сільська громада,UA05100050000038768,0521981200,"0521980200,0521980400,0521985500,0521981500,0521981200,0521981800,0521982000,0521984000,0521986000",2020-08-16,,,,,,,,,"0521980200,0521980400,0521985500,0521981500,0521981200,0521981800,0521982000,0521984000,0521986000",0
Утворені в 2020,Вінницька область,Вінницький район,Липовецька міська громада,UA05020110000052014,0522210100,"0522280300,0522280700,0522281000,0522281200,0522281400,0522282000,0522210100,0522283000,0522283600,0522283800,0522284800,0522285600,0523183900,0522286100,0522286400,0522286800,0522287500,0522287000",2020-08-16,,,,,,,,,"0522280300,0522280700,0522281000,0522281200,0522281400,0522282000,0522210100,0522283000,0522283600,0522283800,0522284800,0522285600,0523183900,0522286100,0522286400,0522286800,0522287500,0522287000",0
Утворені в 2020,Вінницька область,Вінницький район,Турбівська селищна громада,UA05020290000092626,0522255500,"0522280200,0522280400,0522280600,0522282600,0522282800,0522285200,0522285800,0522284000,0522286600,0522255500",2020-08-16,,,,,,,,,"0522280200,0522280400,0522280600,0522282600,0522282800,0522285200,0522285800,0522284000,0522286600,0522255500",0
Утворені в 2020,Вінницька область,Могилів-Подільський район,Вендичанська селищна громада,UA05080030000089348,0522655500,"0522655500,0522683500,0522683700,0522684000,0522685800,0522686200,0522687000,0522687200,0522883800,0522884000,0522884600,0522885200",2020-08-16,,,,,,,,,"0522655500,0522683500,0522683700,0522684000,0522685800,0522686200,0522687000,0522687200,0522883800,0522884000,0522884600,0522885200",0
Утворені в 2020,Вінницька область,Могилів-Подільський район,Яришівська сільська громада,UA05080130000024964,0522688200,"0522680800,0522682800,0522683200,0522683600,0522686400,0522687400,0522687800,0522688200",2020-08-16,,,,,,,,,"0522680800,0522682800,0522683200,0522683600,0522686400,0522687400,0522687800,0522688200",0
Утворені в 2020,Вінницька область,Могилів-Подільський район,Мурованокуриловецька селищна громада,UA05080070000010150,0522855100,"0522880400,0522880800,0522881600,0522882000,0522882300,0522882500,0522882800,0522883000,0522883300,0522883600,0522884200,0522884300,0522855100,0522884400,0522884800,0522885000,0522885600,0522886200,0522885900,0522887100,0522887800",2020-08-16,,,,,,,,,"0522880400,0522880800,0522881600,0522882000,0522882300,0522882500,0522882800,0522883000,0522883300,0522883600,0522884200,0522884300,0522855100,0522884400,0522884800,0522885000,0522885600,0522886200,0522885900,0522887100,0522887800",0
Утворені в 2020,Вінницька область,Тульчинський район,Піщанська селищна громада,UA05100090000029847,0523255100,"0523280900,0523281400,0523282000,0523255100,0523255400,0523282600,0523282800,0523283400,0523283800",2020-08-16,,,,,,,,,"0523280900,0523281400,0523282000,0523255100,0523255400,0523282600,0523282800,0523283400,0523283800",0
Утворені в 2020,Вінницька область,Вінницький район,Погребищенська міська громада,UA05020210000033427,0523410100,"0523480300,0523480600,0523480800,0523481000,0523481200,0523481600,0523481800,0523482000,0523482200,0523482500,0523482800,0523483000,0523483300,0523483800,0523484000,0523484100,0523484200,0523410100,0523484700,0523485200,0523486200,0523486400,0523486800,0523487000,0523487200,0523487800,0523488200",2020-08-16,,,,,,,,,"0523480300,0523480600,0523480800,0523481000,0523481200,0523481600,0523481800,0523482000,0523482200,0523482500,0523482800,0523483000,0523483300,0523483800,0523484000,0523484100,0523484200,0523410100,0523484700,0523485200,0523486200,0523486400,0523486800,0523487000,0523487200,0523487800,0523488200",0
Утворені в 2020,Вінницька область,Гайсинський район,Ободівська сільська громада,UA05040150000077146,0524184200,"0524180800,0524183900,0524184200,0524185300,0524186500",2020-08-16,,,,,,,,,"0524180800,0524183900,0524184200,0524185300,0524186500",0
Утворені в 2020,Вінницька область,Вінницький район,Тиврівська селищна громада,UA05020270000044358,0524555100,"0524580800,0524582200,0524582700,0524583200,0524583300,0524583500,0524583400,0524584400,0524585300,0524586500,0524555100,0524586900,0524587000",2020-08-16,,,,,,,,,"0524580800,0524582200,0524582700,0524583200,0524583300,0524583500,0524583400,0524584400,0524585300,0524586500,0524555100,0524586900,0524587000",0
Утворені в 2020,Вінницька область,Хмільницький район,Уланівська сільська громада,UA05120150000069474,0524887400,"0524880900,0524881200,0524883300,0524883100,0524883500,0524884000,0524884200,0524884800,0524885200,0524885800,0524885900,0524886100,0524886600,0524887400",2020-08-16,,,,,,,,,"0524880900,0524881200,0524883300,0524883100,0524883500,0524884000,0524884200,0524884800,0524885200,0524885800,0524885900,0524886100,0524886600,0524887400",0
Утворені в 2020,Вінницька область,Могилів-Подільський район,Чернівецька селищна громада,UA05080090000089922,0524955100,"0524981200,0524980900,0524981500,0524982300,0524982700,0524984000,0524984500,0524985500,0524986000,0524955100,0524989000",2020-08-16,,,,,,,,,"0524981200,0524980900,0524981500,0524982300,0524982700,0524984000,0524984500,0524985500,0524986000,0524955100,0524989000",0
Утворені в 2020,Вінницька область,Гайсинський район,Чечельницька селищна громада,UA05040270000051651,0525055100,"0525080400,0525081300,0525081600,0525082200,0525083200,0525083600,0525083900,0525084800,0525086400,0525087500,0525055100",2020-08-16,,,,,,,,,"0525080400,0525081300,0525081600,0525082200,0525083200,0525083600,0525083900,0525084800,0525086400,0525087500,0525055100",0
Утворені в 2020,Вінницька область,Гайсинський район,Ольгопільська сільська громада,UA05040170000093514,0525084400,"0525080800,0525082600,0525084200,0525084400,0525085300",2020-08-16,,,,,,,,,"0525080800,0525082600,0525084200,0525084400,0525085300",0
Утворені в 2020,Вінницька область,Жмеринський район,Шаргородська міська громада,UA05060150000094411,0525310100,"0525380500,0525382200,0525384200,0525384300,0525384400,0525384800,0525385500,0525385800,0525386100,0525386300,0525386200,0525386400,0525387200,0525387700,0525310100",2020-08-16,,,,,,,,,"0525380500,0525382200,0525384200,0525384300,0525384400,0525384800,0525385500,0525385800,0525386100,0525386300,0525386200,0525386400,0525387200,0525387700,0525310100",0
Утворені в 2020,Вінницька область,Жмеринський район,Джуринська сільська громада,UA05060030000026125,0525381400,"0525380800,0525381200,0525381400,0525382000,0525382800,0525387500,0525387600,0525388300",2020-08-16,,,,,,,,,"0525380800,0525381200,0525381400,0525382000,0525382800,0525387500,0525387600,0525388300",0
Утворені в 2020,Вінницька область,Могилів-Подільський район,Ямпільська міська громада,UA05080110000056824,0525610100,"0525680400,0525680800,0525681300,0525681600,0525682200,0525682400,0525682800,0525683200,0525683400,0525683600,0525683800,0525684000,0525684200,0525684300,0525684600,0525685500,0525686600,0525687700,0525610100",2020-08-16,,,,,,,,,"0525680400,0525680800,0525681300,0525681600,0525682200,0525682400,0525682800,0525683200,0525683400,0525683600,0525683800,0525684000,0525684200,0525684300,0525684600,0525685500,0525686600,0525687700,0525610100",0
Утворені в 2020,Волинська область,Володимир-Волинський район,Володимир-Волинська міська громада,UA07020010000096841,0710200000,"0720581600,0720582800,0710200000",2020-08-16,,,,,,,,,"0720581600,0720582800,0710200000",0
Утворені в 2020,Волинська область,Ковельський район,Ковельська міська громада,UA07060190000036342,0710400000,"0722180800,0722181800,0722182600,0722182800,0725585600,0710400000",2020-08-16,,,,,,,,,"0722180800,0722181800,0722182600,0722182800,0725585600,0710400000",0
Утворені в 2020,Волинська область,Володимир-Волинський район,Нововолинська міська громада,UA07020130000036300,0710700000,"0721180900,0721181200,0710745300,0710700000",2020-08-16,,,,,,,,,"0721180900,0721181200,0710745300,0710700000",0
Утворені в 2020,Волинська область,Луцький район,Горохівська міська громада,UA07080070000052255,0720810100,"0720881000,0720885000,0720810100,0720881600,0720882000,0720882400,0720883000,0720884000,0720884400,0720884800,0720886000,0720886200,0720886100,0720886400,0720886900,0720887400,0720887700,0720888300",2020-08-16,,,,,,,,,"0720881000,0720885000,0720810100,0720881600,0720882000,0720882400,0720883000,0720884000,0720884400,0720884800,0720886000,0720886200,0720886100,0720886400,0720886900,0720887400,0720887700,0720888300",0
Утворені в 2020,Волинська область,Луцький район,Берестечківська міська громада,UA07080010000062933,0720810300,"0720810300,0720881400,0720883200,0720883800,0720885400,0720885800,0720887600",2020-08-16,,,,,,,,,"0720810300,0720881400,0720883200,0720883800,0720885400,0720885800,0720887600",0
Утворені в 2020,Волинська область,Камінь-Каширський район,Камінь-Каширська міська громада,UA07040010000033507,0721410100,"0721480600,0721480800,0721482000,0721482200,0721481400,0721481800,0721482800,0721480300,0721481000,0721481200,0721483100,0721485700,0721483300,0721410100,0721484800,0721485200,0721485800,0721485900,0721486200,0721486400,0721486600,0721487900,0721488600,0723182600,0723186600,0723189200",2020-08-16,,,,,,,,,"0721480600,0721480800,0721482000,0721482200,0721481400,0721481800,0721482800,0721480300,0721481000,0721481200,0721483100,0721485700,0721483300,0721410100,0721484800,0721485200,0721485800,0721485900,0721486200,0721486400,0721486600,0721487900,0721488600,0723182600,0723186600,0723189200",0
Утворені в 2020,Волинська область,Луцький район,Олицька селищна громада,UA07080210000090779,0721855400,"0721882000,0721881600,0721882900,0721855400,0721885400",2020-08-16,,,,,,,,,"0721882000,0721881600,0721882900,0721855400,0721885400",0
Утворені в 2020,Волинська область,Володимир-Волинський район,Локачинська селищна громада,UA07020110000037373,0722455100,"0722481800,0722482200,0722482600,0722483400,0722483900,0722484000,0722455100,0722484200,0722480600,0722480500,0722483700,0722484600,0722485200",2020-08-16,,,,,,,,,"0722481800,0722482200,0722482600,0722483400,0722483900,0722484000,0722455100,0722484200,0722480600,0722480500,0722483700,0722484600,0722485200",0
Утворені в 2020,Волинська область,Камінь-Каширський район,Маневицька селищна громада,UA07040050000080830,0723655100,"0723680600,0723680900,0723682200,0723683000,0723683400,0723683600,0723684000,0723655100,0723685100,0723685300,0723686600,0723687300,0723687600,0723687900",2020-08-16,,,,,,,,,"0723680600,0723680900,0723682200,0723683000,0723683400,0723683600,0723684000,0723655100,0723685100,0723685300,0723686600,0723687300,0723687600,0723687900",0
Утворені в 2020,Волинська область,Ковельський район,Ратнівська селищна громада,UA07060310000037369,0724255100,"0724281000,0724281800,0724283000,0724284500,0724285200,0724285500,0724286000,0724255100",2020-08-16,,,,,,,,,"0724281000,0724281800,0724283000,0724284500,0724285200,0724285500,0724286000,0724255100",0
Утворені в 2020,Волинська область,Луцький район,Рожищенська міська громада,UA07080250000053335,0724510100,"0724555300,0724582800,0724583200,0724583500,0724584100,0724584400,0724584600,0724585000,0724585200,0724510100,0724585600,0724585900,0724586200,0724587000,0724586900",2020-08-16,,,,,,,,,"0724555300,0724582800,0724583200,0724583500,0724584100,0724584400,0724584600,0724585000,0724585200,0724510100,0724585600,0724585900,0724586200,0724587000,0724586900",0
Утворені в 2020,Дніпропетровська область,Кам'янський район,Вільногірська міська громада,UA12040090000029346,1210200000,"1221084100,1210200000",2020-08-16,,,,,,,,,"1221084100,1210200000",0
Утворені в 2020,Дніпропетровська область,Кам'янський район,Жовтоводська міська громада,UA12040110000091524,1210700000,"1224583700,1210700000",2020-08-16,,,,,,,,,"1224583700,1210700000",0
Утворені в 2020,Дніпропетровська область,Кам'янський район,Верхівцівська міська громада,UA12040030000066040,1221010300,"1221010300,1221086600",2020-08-16,,,,,,,,,"1221010300,1221086600",0
Утворені в 2020,Дніпропетровська область,Дніпровський район,Миколаївська сільська громада,UA12020090000044548,1221485600,"1221482000,1221485600,1221487700,1221487200",2020-08-16,,,,,,,,,"1221482000,1221485600,1221487700,1221487200",0
Утворені в 2020,Дніпропетровська область,Криворізький район,Лозуватська сільська громада,UA12060190000043514,1221884000,"1221880500,1221881300,1221881400,1221882200,1221882900,1221884000,1221855800,1221887700",2020-08-16,,,,,,,,,"1221880500,1221881300,1221881400,1221882200,1221882900,1221884000,1221855800,1221887700",0
Утворені в 2020,Дніпропетровська область,Криворізький район,Новопільська сільська громада,UA12060250000064393,1221884700,"1221881200,1221882400,1221883500,1221884300,1221884700,1221855500,1221888200",2020-08-16,,,,,,,,,"1221881200,1221882400,1221883500,1221884300,1221884700,1221855500,1221888200",0
Утворені в 2020,Дніпропетровська область,Синельниківський район,Слов'янська сільська громада,UA12140350000058140,1222688800,"1222683300,1222688800",2020-08-16,,,,,,,,,"1222683300,1222688800",0
Утворені в 2020,Дніпропетровська область,Нікопольський район,Покровська сільська громада,UA12080110000055958,1222985500,"1222983900,1222984500,1222985500",2020-08-16,,,,,,,,,"1222983900,1222984500,1222985500",0
Утворені в 2020,Дніпропетровська область,Новомосковський район,Губиниська селищна громада,UA12100010000093577,1223255600,"1223281000,1223281500,1223255600,1223283300,1223284000,1223284500,1223286000",2020-08-16,,,,,,,,,"1223281000,1223281500,1223255600,1223283300,1223284000,1223284500,1223286000",0
Утворені в 2020,Дніпропетровська область,Синельниківський район,Петропавлівська селищна громада,UA12140230000057328,1223855100,"1223882000,1223855100,1223884800",2020-08-16,,,,,,,,,"1223882000,1223855100,1223884800",0
Утворені в 2020,Дніпропетровська область,Синельниківський район,Брагинівська сільська громада,UA12140010000024967,1223881000,"1223881000,1223880500,1223884000,1223887100",2020-08-16,,,,,,,,,"1223881000,1223880500,1223884000,1223887100",0
Утворені в 2020,Дніпропетровська область,Кам'янський район,П'ятихатська міська громада,UA12040210000039759,1224510100,"1224581000,1224588500,1224581500,1224581700,1224581800,1224584800,1224510100",2020-08-16,,,,,,,,,"1224581000,1224588500,1224581500,1224581700,1224581800,1224584800,1224510100",0
Утворені в 2020,Донецька область,Донецький район,Донецька міська громада,UA14080030000053877,1410100000,"1423355300,1423356200,1410167600,1410160500,1410100000",2020-08-16,,,,,,,,,"1423355300,1423356200,1410167600,1410160500,1410100000",0
Утворені в 2020,Донецька область,Горлівський район,Горлівська міська громада,UA14060030000084305,1410600000,"1410665300,1410691000,1410666700,1410600000",2020-08-16,,,,,,,,,"1410665300,1410691000,1410666700,1410600000",0
Утворені в 2020,Донецька область,Горлівський район,Дебальцівська міська громада,UA14060050000034979,1410900000,"1420985200,1420986000,1410900000",2020-08-16,,,,,,,,,"1420985200,1420986000,1410900000",0
Утворені в 2020,Донецька область,Бахмутський район,Торецька міська громада,UA14020110000075529,1411200000,"1411270300,1411245300,1411246500,1411247200,1411200000",2020-08-16,,,,,,,,,"1411270300,1411245300,1411246500,1411247200,1411200000",0
Утворені в 2020,Донецька область,Покровський район,Мирноградська міська громада,UA14160150000038750,1411300000,"1422785700,1411300000",2020-08-16,,,,,,,,,"1422785700,1411300000",0
Утворені в 2020,Донецька область,Покровський район,Добропільська міська громада,UA14160070000097326,1411500000,"1422081100,1422088000,1422055500,1411570300,1411500000",2020-08-16,,,,,,,,,"1422081100,1422088000,1422055500,1411570300,1411500000",0
Утворені в 2020,Донецька область,Краматорський район,Новодонецька селищна громада,UA14120150000071686,1411545600,"1420387000,1420383300,1420383800,1420387300,1420387500,1411545600",2020-08-16,,,,,,,,,"1420387000,1420383300,1420383800,1420387300,1420387500,1411545600",0
Утворені в 2020,Донецька область,Покровський район,Білозерська міська громада,UA14160030000019136,1411570500,"1422085500,1411570500",2020-08-16,,,,,,,,,"1422085500,1411570500",0
Утворені в 2020,Донецька область,Кальміуський район,Докучаєвська міська громада,UA14100030000067479,1411600000,"1421580800,1421583800,1421557100,1423384500,1411600000",2020-08-16,,,,,,,,,"1421580800,1421583800,1421557100,1423384500,1411600000",0
Утворені в 2020,Донецька область,Краматорський район,Дружківська міська громада,UA14120030000057882,1411700000,"1422483500,1422483900,1422484400,1422486000,1411745300,1411746200,1411700000",2020-08-16,,,,,,,,,"1422483500,1422483900,1422484400,1422486000,1411745300,1411746200,1411700000",0
Утворені в 2020,Донецька область,Горлівський район,Єнакієвська міська громада,UA14060070000066382,1412000000,"1412046500,1412046800,1412070700,1412000000",2020-08-16,,,,,,,,,"1412046500,1412046800,1412070700,1412000000",0
Утворені в 2020,Донецька область,Горлівський район,Жданівська міська громада,UA14060090000054042,1412100000,"1425286900,1412100000",2020-08-16,,,,,,,,,"1425286900,1412100000",0
Утворені в 2020,Донецька область,Маріупольський район,Маріупольська міська громада,UA14140050000020560,1412300000,"1423981100,1423982200,1412365600,1412300000",2020-08-16,,,,,,,,,"1423981100,1423982200,1412365600,1412300000",0
Утворені в 2020,Донецька область,Маріупольський район,Сартанська селищна громада,UA14140090000015932,1412365300,"1421589000,1421583700,1421585800,1421588200,1421588400,1412365300,1412365800",2020-08-16,,,,,,,,,"1421589000,1421583700,1421585800,1421588200,1421588400,1412365300,1412365800",0
Утворені в 2020,Донецька область,Горлівський район,Хрестівська міська громада,UA14060130000085167,1412500000,"1425284500,1425285600,1425286000,1425286700,1425286800,1412500000",2020-08-16,,,,,,,,,"1425284500,1425285600,1425286000,1425286700,1425286800,1412500000",0
Утворені в 2020,Донецька область,Краматорський район,Костянтинівська міська громада,UA14120070000090878,1412600000,"1422481500,1422482000,1422482500,1422483700,1422484000,1422484100,1422485700,1412600000",2020-08-16,,,,,,,,,"1422481500,1422482000,1422482500,1422483700,1422484000,1422484100,1422485700,1412600000",0
Утворені в 2020,Донецька область,Краматорський район,Краматорська міська громада,UA14120090000098500,1412900000,"1424281000,1412945600,1412946200,1412947100,1412947700,1412900000",2020-08-16,,,,,,,,,"1424281000,1412945600,1412946200,1412947100,1412947700,1412900000",0
Утворені в 2020,Донецька область,Покровський район,Покровська міська громада,UA14160210000011148,1413200000,"1422781100,1422782800,1422783800,1422784000,1422784700,1422784500,1422786500,1413270600,1413245400,1413200000",2020-08-16,,,,,,,,,"1422781100,1422782800,1422783800,1422784000,1422784700,1422784500,1422786500,1413270600,1413245400,1413200000",0
Утворені в 2020,Донецька область,Донецький район,Макіївська міська громада,UA14080070000011977,1413500000,"1413591500,1413569300,1413567800,1413566500,1413569800,1413565700,1413500000",2020-08-16,,,,,,,,,"1413591500,1413569300,1413567800,1413566500,1413569800,1413565700,1413500000",0
Утворені в 2020,Донецька область,Покровський район,Новогродівська міська громада,UA14160170000023385,1413600000,"1423381100,1422783400,1422783200,1413600000",2020-08-16,,,,,,,,,"1423381100,1422783400,1422783200,1413600000",0
Утворені в 2020,Донецька область,Покровський район,Селидівська міська громада,UA14160230000060952,1413800000,"1422785000,1413870900,1413846500,1413800000",2020-08-16,,,,,,,,,"1422785000,1413870900,1413846500,1413800000",0
Утворені в 2020,Донецька область,Краматорський район,Слов'янська міська громада,UA14120210000056793,1414100000,"1424255300,1424255600,1424284700,1414100000",2020-08-16,,,,,,,,,"1424255300,1424255600,1424284700,1414100000",0
Утворені в 2020,Донецька область,Краматорський район,Святогірська міська громада,UA14120190000021407,1414170500,"1424281500,1424284600,1424282400,1414170500",2020-08-16,,,,,,,,,"1424281500,1424284600,1424282400,1414170500",0
Утворені в 2020,Донецька область,Горлівський район,Сніжнянська міська громада,UA14060110000052135,1414400000,"1425282300,1425284700,1425288200,1414445300,1414445900,1414446200,1414447100,1414448000,1414400000",2020-08-16,,,,,,,,,"1425282300,1425284700,1425288200,1414445300,1414445900,1414446200,1414447100,1414448000,1414400000",0
Утворені в 2020,Донецька область,Горлівський район,Чистяківська міська громада,UA14060150000032950,1414700000,"1425281200,1414745400,1414745700,1414700000",2020-08-16,,,,,,,,,"1425281200,1414745400,1414745700,1414700000",0
Утворені в 2020,Донецька область,Донецький районХарцизька міська громада,Харцизька міська громада,UA14080090000014360,1415000000,"1425283400,1415070500,1415046200,1415047200,1415000000",2020-08-16,,,,,,,,,"1425283400,1415070500,1415046200,1415047200,1415000000",0
