rada_code,rada_name,hromada_code,hromada_name,rai_center,oblast,note
7410100000,Чернігівська міська рада,UA74100390000073425,Чернігівська міська громада,м.Чернігів,Чернігівська область,NA
7421480800,Бурівська сільська рада,UA74100370000041962,Тупичівська сільська громада,Городнянський район,Чернігівська область,NA
7421482000,Великолиственська сільська рада,UA74100370000041962,Тупичівська сільська громада,Городнянський район,Чернігівська область,NA
7421482800,Вихвостівська сільська рада,UA74100370000041962,Тупичівська сільська громада,Городнянський район,Чернігівська область,NA
7421484400,Івашківська сільська рада,UA74100370000041962,Тупичівська сільська громада,Городнянський район,Чернігівська область,NA
7421485400,Куликівська сільська рада,UA74100370000041962,Тупичівська сільська громада,Городнянський район,Чернігівська область,NA
7421488400,Тупичівська сільська рада,UA74100370000041962,Тупичівська сільська громада,Городнянський район,Чернігівська область,NA
7421481800,Великодирчинська сільська рада,UA74100350000075160,Седнівська селищна громада,Городнянський район,Чернігівська область,NA
7421486000,Макишинська сільська рада,UA74100350000075160,Седнівська селищна громада,Городнянський район,Чернігівська область,NA
7425556000,Седнівська селищна рада,UA74100350000075160,Седнівська селищна громада,Чернігівський район,Чернігівська область,NA
7425589500,Черниська сільська рада,UA74100350000075160,Седнівська селищна громада,Чернігівський район,Чернігівська область,NA
7424455100,Ріпкинська селищна рада,UA74100330000029082,Ріпкинська селищна громада,Ріпкинський район,Чернігівська область,NA
7424455700,Замглайська селищна рада,UA74100330000029082,Ріпкинська селищна громада,Ріпкинський район,Чернігівська область,NA
7424456400,Радульська селищна рада,UA74100330000029082,Ріпкинська селищна громада,Ріпкинський район,Чернігівська область,NA
7424480400,Великовіська сільська рада,UA74100330000029082,Ріпкинська селищна громада,Ріпкинський район,Чернігівська область,NA
7424481000,Вербицька сільська рада,UA74100330000029082,Ріпкинська селищна громада,Ріпкинський район,Чернігівська область,NA
7424481200,Вишнівська сільська рада,UA74100330000029082,Ріпкинська селищна громада,Ріпкинський район,Чернігівська область,NA
7424481500,Голубицька сільська рада,UA74100330000029082,Ріпкинська селищна громада,Ріпкинський район,Чернігівська область,NA
7424482400,Грабівська сільська рада,UA74100330000029082,Ріпкинська селищна громада,Ріпкинський район,Чернігівська область,NA
7424482600,Гучинська сільська рада,UA74100330000029082,Ріпкинська селищна громада,Ріпкинський район,Чернігівська область,NA
7424482800,Даницька сільська рада,UA74100330000029082,Ріпкинська селищна громада,Ріпкинський район,Чернігівська область,NA
7424483000,Задеріївська сільська рада,UA74100330000029082,Ріпкинська селищна громада,Ріпкинський район,Чернігівська область,NA
7424483400,Красківська сільська рада,UA74100330000029082,Ріпкинська селищна громада,Ріпкинський район,Чернігівська область,NA
7424483600,Ловинська сільська рада,UA74100330000029082,Ріпкинська селищна громада,Ріпкинський район,Чернігівська область,NA
7424484400,Малолиственська сільська рада,UA74100330000029082,Ріпкинська селищна громада,Ріпкинський район,Чернігівська область,NA
7424486000,Новоукраїнська сільська рада,UA74100330000029082,Ріпкинська селищна громада,Ріпкинський район,Чернігівська область,NA
7424487200,Петрушівська сільська рада,UA74100330000029082,Ріпкинська селищна громада,Ріпкинський район,Чернігівська область,NA
7424488000,Пушкарівська сільська рада,UA74100330000029082,Ріпкинська селищна громада,Ріпкинський район,Чернігівська область,NA
7424488600,Сиберізька сільська рада,UA74100330000029082,Ріпкинська селищна громада,Ріпкинський район,Чернігівська область,NA
7422010400,Остерська міська рада,UA74100310000091595,Остерська міська громада,Козелецький район,Чернігівська область,NA
7422080700,Біликівська сільська рада,UA74100310000091595,Остерська міська громада,Козелецький район,Чернігівська область,NA
7422081200,Бірківська сільська рада,UA74100310000091595,Остерська міська громада,Козелецький район,Чернігівська область,NA
7422082700,Євминська сільська рада,UA74100310000091595,Остерська міська громада,Козелецький район,Чернігівська область,NA
7422084500,Крехаївська сільська рада,UA74100310000091595,Остерська міська громада,Козелецький район,Чернігівська область,NA
7422086500,Одинцівська сільська рада,UA74100310000091595,Остерська міська громада,Козелецький район,Чернігівська область,NA
7422087400,Пархимівська сільська рада,UA74100310000091595,Остерська міська громада,Козелецький район,Чернігівська область,NA
7422787000,Смолянська сільська рада,UA74100290000084770,Олишівська селищна громада,Куликівський район,Чернігівська область,NA
7425555700,Олишівська селищна рада,UA74100290000084770,Олишівська селищна громада,Чернігівський район,Чернігівська область,NA
7425587900,Серединська сільська рада,UA74100290000084770,Олишівська селищна громада,Чернігівський район,Чернігівська область,NA
7425581900,Довжицька сільська рада,UA74100270000049748,Новобілоуська сільська громада,Чернігівський район,Чернігівська область,NA
7425584100,Кувечицька сільська рада,UA74100270000049748,Новобілоуська сільська громада,Чернігівський район,Чернігівська область,NA
7425585200,Мохнатинська сільська рада,UA74100270000049748,Новобілоуська сільська громада,Чернігівський район,Чернігівська область,NA
7425585500,Новобілоуська сільська рада,UA74100270000049748,Новобілоуська сільська громада,Чернігівський район,Чернігівська область,NA
7425587400,Редьківська сільська рада,UA74100270000049748,Новобілоуська сільська громада,Чернігівський район,Чернігівська область,NA
7425587500,Роїщенська сільська рада,UA74100270000049748,Новобілоуська сільська громада,Чернігівський район,Чернігівська область,NA
7425587700,Рудківська сільська рада,UA74100270000049748,Новобілоуська сільська громада,Чернігівський район,Чернігівська область,NA
7425588600,Старобілоуська сільська рада,UA74100270000049748,Новобілоуська сільська громада,Чернігівський район,Чернігівська область,NA
7425589100,Халявинська сільська рада,UA74100270000049748,Новобілоуська сільська громада,Чернігівський район,Чернігівська область,NA
7425589300,Хмільницька сільська рада,UA74100270000049748,Новобілоуська сільська громада,Чернігівський район,Чернігівська область,NA
7425555400,Михайло-Коцюбинська селищна рада,UA74100250000038291,Михайло-Коцюбинська селищна громада,Чернігівський район,Чернігівська область,NA
7425580300,Андріївська сільська рада,UA74100250000038291,Михайло-Коцюбинська селищна громада,Чернігівський район,Чернігівська область,NA
7425581300,Ведильцівська сільська рада,UA74100250000038291,Михайло-Коцюбинська селищна громада,Чернігівський район,Чернігівська область,NA
7425581600,Дніпровська сільська рада,UA74100250000038291,Михайло-Коцюбинська селищна громада,Чернігівський район,Чернігівська область,NA
7425582500,Жукотківська сільська рада,UA74100250000038291,Михайло-Коцюбинська селищна громада,Чернігівський район,Чернігівська область,NA
7425583100,Кархівська сільська рада,UA74100250000038291,Михайло-Коцюбинська селищна громада,Чернігівський район,Чернігівська область,NA
7425583700,Ковпитська сільська рада,UA74100250000038291,Михайло-Коцюбинська селищна громада,Чернігівський район,Чернігівська область,NA
7425584600,Левковицька сільська рада,UA74100250000038291,Михайло-Коцюбинська селищна громада,Чернігівський район,Чернігівська область,NA
7425584900,Мньовська сільська рада,UA74100250000038291,Михайло-Коцюбинська селищна громада,Чернігівський район,Чернігівська область,NA
7425586300,Пакульська сільська рада,UA74100250000038291,Михайло-Коцюбинська селищна громада,Чернігівський район,Чернігівська область,NA
7425587200,Пльохівська сільська рада,UA74100250000038291,Михайло-Коцюбинська селищна громада,Чернігівський район,Чернігівська область,NA
7425589900,Шибиринівська сільська рада,UA74100250000038291,Михайло-Коцюбинська селищна громада,Чернігівський район,Чернігівська область,NA
7424456000,Любецька селищна рада,UA74100230000068041,Любецька селищна громада,Ріпкинський район,Чернігівська область,NA
7424480800,Великозліївська сільська рада,UA74100230000068041,Любецька селищна громада,Ріпкинський район,Чернігівська область,NA
7424482500,Губицька сільська рада,UA74100230000068041,Любецька селищна громада,Ріпкинський район,Чернігівська область,NA
7424483200,Павлівська сільська рада,UA74100230000068041,Любецька селищна громада,Ріпкинський район,Чернігівська область,NA
7424484200,Малинівська сільська рада,UA74100230000068041,Любецька селищна громада,Ріпкинський район,Чернігівська область,NA
7424485200,Мохначівська сільська рада,UA74100230000068041,Любецька селищна громада,Ріпкинський район,Чернігівська область,NA
7424485600,Неданчицька сільська рада,UA74100230000068041,Любецька селищна громада,Ріпкинський район,Чернігівська область,NA
7424488800,Смолигівська сільська рада,UA74100230000068041,Любецька селищна громада,Ріпкинський район,Чернігівська область,NA
7424489200,Тарасо-Шевченківська сільська рада,UA74100230000068041,Любецька селищна громада,Ріпкинський район,Чернігівська область,NA
7422755100,Куликівська селищна рада,UA74100210000053397,Куликівська селищна громада,Куликівський район,Чернігівська область,NA
7422780200,Авдіївська сільська рада,UA74100210000053397,Куликівська селищна громада,Куликівський район,Чернігівська область,NA
7422780500,Бакланово-Муравійська сільська рада,UA74100210000053397,Куликівська селищна громада,Куликівський район,Чернігівська область,NA
7422781000,Вересоцька сільська рада,UA74100210000053397,Куликівська селищна громада,Куликівський район,Чернігівська область,NA
7422781500,Вершиново-Муравійська сільська рада,UA74100210000053397,Куликівська селищна громада,Куликівський район,Чернігівська область,NA
7422782000,Виблівська сільська рада,UA74100210000053397,Куликівська селищна громада,Куликівський район,Чернігівська область,NA
7422782500,Горбівська сільська рада,UA74100210000053397,Куликівська селищна громада,Куликівський район,Чернігівська область,NA
7422783000,Грабівська сільська рада,UA74100210000053397,Куликівська селищна громада,Куликівський район,Чернігівська область,NA
7422783500,Дрімайлівська сільська рада,UA74100210000053397,Куликівська селищна громада,Куликівський район,Чернігівська область,NA
7422784000,Дроздівська сільська рада,UA74100210000053397,Куликівська селищна громада,Куликівський район,Чернігівська область,NA
7422784500,Жуківська сільська рада,UA74100210000053397,Куликівська селищна громада,Куликівський район,Чернігівська область,NA
7422785000,Кладьківська сільська рада,UA74100210000053397,Куликівська селищна громада,Куликівський район,Чернігівська область,NA
7422785500,Ковчинська сільська рада,UA74100210000053397,Куликівська селищна громада,Куликівський район,Чернігівська область,NA
7422786000,Орлівська сільська рада,UA74100210000053397,Куликівська селищна громада,Куликівський район,Чернігівська область,NA
7422786500,Салтиково-Дівицька сільська рада,UA74100210000053397,Куликівська селищна громада,Куликівський район,Чернігівська область,NA
7422787500,Хибалівська сільська рада,UA74100210000053397,Куликівська селищна громада,Куликівський район,Чернігівська область,NA
7422055100,Козелецька селищна рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422080200,Олексіївщинська сільська рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422080600,Білейківська сільська рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422080900,Берлозівська сільська рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422081000,Бобруйківська сільська рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422081500,Бригинцівська сільська рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422081800,Булахівська сільська рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422082400,Данівська сільська рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422085000,Лемешівська сільська рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422085100,Лихолітська сільська рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422086200,Нічогівська сільська рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422086600,Озерненська сільська рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422087100,Омелянівська сільська рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422087700,Патютинська сільська рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422088000,Петрівська сільська рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422088200,Пилятинська сільська рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422088700,Савинська сільська рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422088900,Скрипчинська сільська рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422089100,Стависька сільська рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422089300,Сираївська сільська рада,UA74100190000086457,Козелецька селищна громада,Козелецький район,Чернігівська область,NA
7422082100,Вовчківська сільська рада,UA74100170000043593,Кіптівська сільська громада,Козелецький район,Чернігівська область,NA
7422083300,Кіптівська сільська рада,UA74100170000043593,Кіптівська сільська громада,Козелецький район,Чернігівська область,NA
7422084200,Красилівська сільська рада,UA74100170000043593,Кіптівська сільська громада,Козелецький район,Чернігівська область,NA
7422084700,Хрещатенська сільська рада,UA74100170000043593,Кіптівська сільська громада,Козелецький район,Чернігівська область,NA
7422085900,Надинівська сільська рада,UA74100170000043593,Кіптівська сільська громада,Козелецький район,Чернігівська область,NA
7422086300,Новошляхівська сільська рада,UA74100170000043593,Кіптівська сільська громада,Козелецький район,Чернігівська область,NA
7422086800,Олбинська сільська рада,UA74100170000043593,Кіптівська сільська громада,Козелецький район,Чернігівська область,NA
7422088400,Підлісненська сільська рада,UA74100170000043593,Кіптівська сільська громада,Козелецький район,Чернігівська область,NA
7422088500,Прогресівська сільська рада,UA74100170000043593,Кіптівська сільська громада,Козелецький район,Чернігівська область,NA
7422089800,Чемерська сільська рада,UA74100170000043593,Кіптівська сільська громада,Козелецький район,Чернігівська область,NA
7425581000,Боромиківська сільська рада,UA74100150000090847,Киселівська сільська громада,Чернігівський район,Чернігівська область,NA
7425583500,Киселівська сільська рада,UA74100150000090847,Киселівська сільська громада,Чернігівський район,Чернігівська область,NA
7425585700,Улянівська сільська рада,UA74100150000090847,Киселівська сільська громада,Чернігівський район,Чернігівська область,NA
7425586900,Петрушинська сільська рада,UA74100150000090847,Киселівська сільська громада,Чернігівський район,Чернігівська область,NA
7425588700,Терехівська сільська рада,UA74100150000090847,Киселівська сільська громада,Чернігівський район,Чернігівська область,NA
7425583400,Киїнська сільська рада,UA74100130000039404,Киїнська сільська громада,Чернігівський район,Чернігівська область,NA
7425586000,Радянсько-Слобідська сільська рада,UA74100130000039404,Киїнська сільська громада,Чернігівський район,Чернігівська область,NA
7425589700,Шестовицька сільська рада,UA74100130000039404,Киїнська сільська громада,Чернігівський район,Чернігівська область,NA
7425580500,Анисівська сільська рада,UA74100110000030364,Іванівська сільська громада,Чернігівський район,Чернігівська область,NA
7425581200,Будинська сільська рада,UA74100110000030364,Іванівська сільська громада,Чернігівський район,Чернігівська область,NA
7425582800,Іванівська сільська рада,UA74100110000030364,Іванівська сільська громада,Чернігівський район,Чернігівська область,NA
7425584000,Красненська сільська рада,UA74100110000030364,Іванівська сільська громада,Чернігівський район,Чернігівська область,NA
7425584300,Ладинська сільська рада,UA74100110000030364,Іванівська сільська громада,Чернігівський район,Чернігівська область,NA
7425586600,Пісківська сільська рада,UA74100110000030364,Іванівська сільська громада,Чернігівський район,Чернігівська область,NA
7425588300,Слобідська сільська рада,UA74100110000030364,Іванівська сільська громада,Чернігівський район,Чернігівська область,NA
7424455400,Добрянська селищна рада,UA74100090000064336,Добрянська селищна громада,Ріпкинський район,Чернігівська область,NA
7424482000,Горностаївська сільська рада,UA74100090000064336,Добрянська селищна громада,Ріпкинський район,Чернігівська область,NA
7424483300,Клубівська сільська рада,UA74100090000064336,Добрянська селищна громада,Ріпкинський район,Чернігівська область,NA
7424486400,Новояриловицька сільська рада,UA74100090000064336,Добрянська селищна громада,Ріпкинський район,Чернігівська область,NA
7424486800,Олешнянська сільська рада,UA74100090000064336,Добрянська селищна громада,Ріпкинський район,Чернігівська область,NA
7422055400,Деснянська селищна рада,UA74100070000057810,Деснянська селищна громада,Козелецький район,Чернігівська область,NA
7422083000,Карпилівська сільська рада,UA74100070000057810,Деснянська селищна громада,Козелецький район,Чернігівська область,NA
7422083600,Короп'ївська сільська рада,UA74100070000057810,Деснянська селищна громада,Козелецький район,Чернігівська область,NA
7422083900,Косачівська сільська рада,UA74100070000057810,Деснянська селищна громада,Козелецький район,Чернігівська область,NA
7422085600,Морівська сільська рада,UA74100070000057810,Деснянська селищна громада,Козелецький район,Чернігівська область,NA
7421410100,Городнянська міська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421480400,Андріївська сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421481200,Бутівська сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421481600,Ваганицька сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421482400,Володимирівська сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421483200,Гніздищенська сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421483600,Деревинська сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421484000,Дроздовицька сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421484800,Ільмівська сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421485200,Конотопська сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421485300,Кузничівська сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421485600,Лемешівська сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421486400,Моложавська сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421486800,Мощенська сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421487000,Пекурівська сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421487200,Переписька сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421487300,Поліська сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421487500,Сеньківська сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421487600,Смичинська сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421488000,Солонівська сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421488800,Хоробицька сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421489200,Хотівлянська сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7421489600,Хрипівська сільська рада,UA74100050000019554,Городнянська міська громада,Городнянський район,Чернігівська область,NA
7422085300,Максимівська сільська рада,UA74100030000076377,Гончарівська селищна громада,Козелецький район,Чернігівська область,NA
7425555200,Гончарівська селищна рада,UA74100030000076377,Гончарівська селищна громада,Чернігівський район,Чернігівська область,NA
7425580800,Боровиківська сільська рада,UA74100030000076377,Гончарівська селищна громада,Чернігівський район,Чернігівська область,NA
7425582200,Жеведська сільська рада,UA74100030000076377,Гончарівська селищна громада,Чернігівський район,Чернігівська область,NA
7425588100,Слабинська сільська рада,UA74100030000076377,Гончарівська селищна громада,Чернігівський район,Чернігівська область,NA
7425588500,Смолинська сільська рада,UA74100030000076377,Гончарівська селищна громада,Чернігівський район,Чернігівська область,NA
7423055300,Березнянська селищна рада,UA74100010000063674,Березнянська селищна громада,Менський район,Чернігівська область,NA
7423080500,Бігацька сільська рада,UA74100010000063674,Березнянська селищна громада,Менський район,Чернігівська область,NA
7423085500,Ленінівська сільська рада,UA74100010000063674,Березнянська селищна громада,Менський район,Чернігівська область,NA
7423086300,Локнистенська сільська рада,UA74100010000063674,Березнянська селищна громада,Менський район,Чернігівська область,NA
7423086700,Миколаївська сільська рада,UA74100010000063674,Березнянська селищна громада,Менський район,Чернігівська область,NA
7424180600,Білошапківська сільська рада,UA74080210000098421,Яблунівська сільська громада,Прилуцький район,Чернігівська область,NA
7424182500,Дубовогаївська сільська рада,UA74080210000098421,Яблунівська сільська громада,Прилуцький район,Чернігівська область,NA
7424184100,Ковтунівська сільська рада,UA74080210000098421,Яблунівська сільська громада,Прилуцький район,Чернігівська область,NA
7424184500,Крутоярівська сільська рада,UA74080210000098421,Яблунівська сільська громада,Прилуцький район,Чернігівська область,NA
7424188200,Сергіївська сільська рада,UA74080210000098421,Яблунівська сільська громада,Прилуцький район,Чернігівська область,NA
7424189700,Яблунівська сільська рада,UA74080210000098421,Яблунівська сільська громада,Прилуцький район,Чернігівська область,NA
7425355100,Талалаївська селищна рада,UA74080190000091939,Талалаївська селищна громада,Талалаївський район,Чернігівська область,NA
7425380500,Березівська сільська рада,UA74080190000091939,Талалаївська селищна громада,Талалаївський район,Чернігівська область,NA
7425381000,Болотницька сільська рада,UA74080190000091939,Талалаївська селищна громада,Талалаївський район,Чернігівська область,NA
7425381500,Корінецька сільська рада,UA74080190000091939,Талалаївська селищна громада,Талалаївський район,Чернігівська область,NA
7425382000,Красноколядинська сільська рада,UA74080190000091939,Талалаївська селищна громада,Талалаївський район,Чернігівська область,NA
7425382500,Харьківська сільська рада,UA74080190000091939,Талалаївська селищна громада,Талалаївський район,Чернігівська область,NA
7425382700,Понорівська сільська рада,UA74080190000091939,Талалаївська селищна громада,Талалаївський район,Чернігівська область,NA
7425382800,Поповичківська сільська рада,UA74080190000091939,Талалаївська селищна громада,Талалаївський район,Чернігівська область,NA
7425383000,Рябухівська сільська рада,UA74080190000091939,Талалаївська селищна громада,Талалаївський район,Чернігівська область,NA
7425383500,Сильченківська сільська рада,UA74080190000091939,Талалаївська селищна громада,Талалаївський район,Чернігівська область,NA
7425384000,Липівська сільська рада,UA74080190000091939,Талалаївська селищна громада,Талалаївський район,Чернігівська область,NA
7425384500,Українська сільська рада,UA74080190000091939,Талалаївська селищна громада,Талалаївський район,Чернігівська область,NA
7425385000,Чернецька сільська рада,UA74080190000091939,Талалаївська селищна громада,Талалаївський район,Чернігівська область,NA
7425385500,Юрківцівська сільська рада,UA74080190000091939,Талалаївська селищна громада,Талалаївський район,Чернігівська область,NA
7424180300,Білорічицька сільська рада,UA74080170000055617,Сухополов’янська сільська громада,Прилуцький район,Чернігівська область,NA
7424181600,Валківська сільська рада,UA74080170000055617,Сухополов’янська сільська громада,Прилуцький район,Чернігівська область,NA
7424182200,Дідовецька сільська рада,UA74080170000055617,Сухополов’янська сільська громада,Прилуцький район,Чернігівська область,NA
7424183100,Заїздська сільська рада,UA74080170000055617,Сухополов’янська сільська громада,Прилуцький район,Чернігівська область,NA
7424183200,Замостянська сільська рада,UA74080170000055617,Сухополов’янська сільська громада,Прилуцький район,Чернігівська область,NA
7424183400,Знам'янська сільська рада,UA74080170000055617,Сухополов’янська сільська громада,Прилуцький район,Чернігівська область,NA
7424184000,Канівщинська сільська рада,UA74080170000055617,Сухополов’янська сільська громада,Прилуцький район,Чернігівська область,NA
7424184200,Колісниківська сільська рада,UA74080170000055617,Сухополов’янська сільська громада,Прилуцький район,Чернігівська область,NA
7424184900,Лісовосорочинська сільська рада,UA74080170000055617,Сухополов’янська сільська громада,Прилуцький район,Чернігівська область,NA
7424185000,Малківська сільська рада,UA74080170000055617,Сухополов’янська сільська громада,Прилуцький район,Чернігівська область,NA
7424185100,Мазківська сільська рада,UA74080170000055617,Сухополов’янська сільська громада,Прилуцький район,Чернігівська область,NA
7424185500,Нетяжинська сільська рада,UA74080170000055617,Сухополов’янська сільська громада,Прилуцький район,Чернігівська область,NA
7424186200,Охіньківська сільська рада,UA74080170000055617,Сухополов’янська сільська громада,Прилуцький район,Чернігівська область,NA
7424186400,Переволочнянська сільська рада,UA74080170000055617,Сухополов’янська сільська громада,Прилуцький район,Чернігівська область,NA
7424187000,Погребівська сільська рада,UA74080170000055617,Сухополов’янська сільська громада,Прилуцький район,Чернігівська область,NA
7424187300,Піддубівська сільська рада,UA74080170000055617,Сухополов’янська сільська громада,Прилуцький район,Чернігівська область,NA
