hromada_code,hromada_name,year,budget_planned,budget_executed,budget_executed_2015
UA05020010000053508,Агрономічна,2016,2995.5,2656.702,2437.3412844036698
UA05020010000053508,Агрономічна,2017,4205.1,3644.121,2938.807258064516
UA05020030000031457,Вінницька,2015,140381.326,118677.67226,118677.67226
UA05020030000031457,Вінницька,2016,195229.03399999999,194368.31438,178319.5544770642
UA05020030000031457,Вінницька,2017,194909.696,194633.048,156962.13548387098
UA05020030000031457,Вінницька,2018,233145.678,122274.878,80443.99868421053
UA05020030000031457,Вінницька,2019,299950.634,259845.71,161394.850931677
UA05020030000031457,Вінницька,2020,174804.4,168032.358,100618.17844311378
UA05020030000031457,Вінницька,2021,132049.894,131027.87,66511.60913705584
UA05020050000066991,Вороновицька,2018,3905,3889.246,2558.7144736842106
UA05020070000010139,Гніванська,2019,2000,2000,1242.2360248447205
UA05020070000010139,Гніванська,2020,1000,1000,598.8023952095808
UA05020070000010139,Гніванська,2021,200,200,101.5228426395939
UA05020090000067118,Іллінецька,2015,1691.6,1666.40298,1666.40298
UA05020090000067118,Іллінецька,2019,7400,7400,4596.273291925466
UA05020090000067118,Іллінецька,2020,1812.256,1812.256,1085.1832335329343
UA05020110000052014,Липовецька,2015,2846,2845.99987,2845.99987
UA05020110000052014,Липовецька,2017,1800,1800,1451.6129032258063
UA05020150000074651,Лука-Мелешківська,2015,1443.2,1226.55642,1226.55642
UA05020170000049432,Немирівська,2015,621.2,591.9162,591.9162
UA05020170000049432,Немирівська,2020,7031.868,7031.868,4210.699401197605
UA05020190000015755,Оратівська,2018,2700,2635.469,1733.8611842105263
UA05020190000015755,Оратівська,2019,3500,2848.413,1769.2006211180124
UA05020190000015755,Оратівська,2020,651.575,651.575,390.16467065868267
UA05020210000033427,Погребищенська,2015,4800,4800,4800
UA05020210000033427,Погребищенська,2016,6000,5990.056,5495.464220183486
UA05020210000033427,Погребищенська,2017,4000,3998.63,3224.701612903226
UA05020230000029909,Стрижавська,2015,30277.1,22061.161200000002,22061.161200000002
UA05020230000029909,Стрижавська,2016,7800,7795.88,7152.183486238531
UA05020230000029909,Стрижавська,2017,14254.8,14236.266,11480.859677419354
UA05020230000029909,Стрижавська,2018,21500,21090.238,13875.15657894737
UA05020230000029909,Стрижавська,2019,16000,15910.032,9882.007453416149
UA05020230000029909,Стрижавська,2020,100,0,0
UA05020250000055470,Сутисківська,2017,1500,1500,1209.6774193548388
UA05020250000055470,Сутисківська,2020,3500,3500,2095.808383233533
UA05020250000055470,Сутисківська,2021,26095.224,26095.224,13246.306598984771
UA05020290000092626,Турбівська,2015,100,100,100
UA05020290000092626,Турбівська,2017,1000,1000,806.4516129032259
UA05020290000092626,Турбівська,2018,1500,1499.967,986.8203947368421
UA05020310000080026,Якушинецька,2016,1080,1080,990.8256880733944
UA05040010000022470,Бершадська,2015,1105,727.66043,727.66043
UA05040010000022470,Бершадська,2017,1000,1000,806.4516129032259
UA05040030000050131,Гайсинська,2020,5830.502,3630.5,2173.9520958083835
UA05040030000050131,Гайсинська,2021,25692.526,25690.5,13040.862944162436
UA05040070000093188,Джулинська,2017,270,270,217.74193548387098
UA05040090000093950,Краснопільська,2016,6000,5921.491,5432.560550458716
UA05040090000093950,Краснопільська,2017,4000,3999.997,3225.8040322580646
UA05040090000093950,Краснопільська,2018,2700,2699.246,1775.8197368421054
UA05040150000077146,Ободівська,2015,3867.4,3853.54755,3853.54755
UA05040150000077146,Ободівська,2020,1000,1000,598.8023952095808
UA05040190000039450,Райгородська,2017,435.1,435.1,350.8870967741936
UA05040230000017028,Теплицька,2016,2000,2000,1834.8623853211009
UA05040230000017028,Теплицька,2017,3670.352,3670.352,2959.9612903225807
UA05040230000017028,Теплицька,2020,3622,3622,2168.862275449102
UA05040250000027965,Тростянецька,2017,500,500,403.2258064516129
UA05040250000027965,Тростянецька,2018,3500,2000,1315.7894736842104
UA05040250000027965,Тростянецька,2019,2000,2000,1242.2360248447205
UA05040250000027965,Тростянецька,2020,4403.5,4403.5,2636.8263473053894
UA05040270000051651,Чечельницька,2015,100,99.99968,99.99968
UA05060010000053179,Барська,2015,1000,1000,1000
UA05060030000026125,Джуринська,2015,5188.714,5164.13143,5164.13143
UA05060030000026125,Джуринська,2017,3200,3200,2580.6451612903224
UA05060030000026125,Джуринська,2018,2300,2300,1513.157894736842
UA05060050000058111,Жмеринська,2015,200,200,200
UA05060050000058111,Жмеринська,2016,6000,5999.756,5504.363302752294
UA05060050000058111,Жмеринська,2017,5000,4853.606,3914.1983870967742
UA05060050000058111,Жмеринська,2018,4000,3350,2203.9473684210525
UA05060050000058111,Жмеринська,2019,1000,999.596,620.8670807453416
UA05060050000058111,Жмеринська,2020,9096.4,8462.2,5067.185628742515
UA05060050000058111,Жмеринська,2021,13787.8,13787.8,6998.883248730965
UA05060090000058521,Мурафська,2017,800,800,645.1612903225806
UA05060110000027268,Северинівська,2015,100,100,100
UA05060110000027268,Северинівська,2017,3077.068,3035.972,2448.3645161290324
UA05060150000094411,Шаргородська,2018,4167.4,4167.4,2741.710526315789
UA05080010000038400,Бабчинецька,2018,2000,1504.538,989.8276315789474
UA05080010000038400,Бабчинецька,2019,2500,2500,1552.7950310559006
UA05080030000089348,Вендичанська,2017,924.6,924.6,745.6451612903226
UA05080050000023603,Могилів-Подільська,2015,2364,2364,2364
UA05080050000023603,Могилів-Подільська,2017,5000,5000,4032.2580645161293
UA05080050000023603,Могилів-Подільська,2019,20000,19999.998,12422.35900621118
UA05080070000010150,Мурованокуриловецька,2015,1220.3,1220.3,1220.3
UA05080070000010150,Мурованокуриловецька,2016,574.5,344.333,315.90183486238533
UA05080070000010150,Мурованокуриловецька,2018,3000,2999.991,1973.6782894736841
UA05080090000089922,Чернівецька,2015,682,659.99694,659.99694
UA05080090000089922,Чернівецька,2017,1200,1200,967.741935483871
UA05080090000089922,Чернівецька,2018,2300,2300,1513.157894736842
UA05080090000089922,Чернівецька,2019,4470,2513.82,1561.3788819875776
UA05080090000089922,Чернівецька,2020,3959,3959,2370.6586826347307
UA05080110000056824,Ямпільська,2015,5285.6,5075.0535899999995,5075.0535899999995
UA05080110000056824,Ямпільська,2016,4099.2,4099.2,3760.733944954128
UA05080110000056824,Ямпільська,2017,6600,6600,5322.580645161291
UA05080110000056824,Ямпільська,2018,4000,4000,2631.578947368421
UA05080110000056824,Ямпільська,2019,9000,9000,5590.062111801242
UA05080110000056824,Ямпільська,2020,3130.476,2993.574,1792.559281437126
UA05100010000023453,Брацлавська,2015,951.8,951.8,951.8
UA05100010000023453,Брацлавська,2017,800,800,645.1612903225806
UA05100050000038768,Городківська,2015,100,100,100
UA05100050000038768,Городківська,2016,620.1,620,568.8073394495412
UA05100050000038768,Городківська,2017,1000,1000,806.4516129032259
UA05100070000035159,Крижопільська,2015,702.36,702.35955,702.35955
UA05100090000029847,Піщанська,2017,1800,1800,1451.6129032258063
UA05100130000061386,Томашпільська,2016,2987.6,2987.6,2740.9174311926604
UA05100130000061386,Томашпільська,2017,2000,2000,1612.9032258064517
UA05100130000061386,Томашпільська,2018,4600,4600,3026.315789473684
UA05100150000050790,Тульчинська,2015,11831.556,11831.54918,11831.54918
UA05100150000050790,Тульчинська,2019,16000,15979.56,9925.19254658385
UA05100150000050790,Тульчинська,2020,13400,13355.456,7997.279041916168
UA05100150000050790,Тульчинська,2021,26970,26969.948,13690.328934010153
UA05100170000071290,Шпиківська,2017,1262.2,1230.7930000000001,992.5750000000002
UA05100170000071290,Шпиківська,2020,7099.967,7099.966,4251.476646706587
UA05120010000076685,Глуховецька,2015,436.8,436.8,436.8
UA05120050000063063,Іванівська,2017,2000,712.225,574.375
UA05120070000075759,Калинівська,2015,2985.3,1662.27432,1662.27432
UA05120070000075759,Калинівська,2020,9431.008,9301.348,5569.669461077845
UA05120090000060589,Козятинська,2017,6000,2309.4,1862.4193548387098
UA05120090000060589,Козятинська,2018,4000,4000,2631.578947368421
UA05120150000069474,Уланівська,2015,2727.3,2532.73056,2532.73056
UA05120150000069474,Уланівська,2016,4200,4188.013,3842.2137614678895
UA05120150000069474,Уланівська,2018,3000,3000,1973.6842105263158
UA05120170000013778,Хмільницька,2016,13751,13130.446,12046.280733944954
UA05120170000013778,Хмільницька,2017,16470,16395.62,13222.274193548386
UA05120170000013778,Хмільницька,2019,11714.4,7915.472,4916.4422360248445
UA05120170000013778,Хмільницька,2020,12740,12738.614,7627.912574850299
UA05120170000013778,Хмільницька,2021,200,198.712,100.86903553299491
UA07020010000096841,Володимир-Волинська,2015,5106.549,2325.1696,2325.1696
UA07020050000082369,Зимнівська,2015,1486.655,1456.516,1456.516
UA07020050000082369,Зимнівська,2016,1548.52,1547.2763,1419.5195412844037
UA07020070000082628,Іваничівська,2017,3058.74,1143.756,922.383870967742
UA07020070000082628,Іваничівська,2018,3061.534,1794.048,1180.2947368421053
UA07020110000037373,Локачинська,2015,1536.205,1259.95512,1259.95512
UA07020110000037373,Локачинська,2018,6662.504,2946.91,1938.7565789473683
UA07020110000037373,Локачинська,2019,3245.5,2823.562,1753.765217391304
UA07020130000036300,Нововолинська,2015,12197.986,9792.98568,9792.98568
UA07020170000049971,Павлівська,2016,3000,2613.36267,2397.5804311926604
UA07020170000049971,Павлівська,2017,17.3999999999999,17.395,14.028225806451612
UA07020170000049971,Павлівська,2018,3492.618,1746,1148.6842105263158
UA07020170000049971,Павлівська,2019,8872.947,8847.785,5495.518633540372
UA07020190000043658,Поромівська,2015,512.909,268.5234,268.5234
UA07020210000033081,Устилузька,2015,718.52,605.1952,605.1952
UA07020210000033081,Устилузька,2016,3196.48,3180.79324,2918.158935779816
UA07020210000033081,Устилузька,2018,3976.757,2000,1315.7894736842104
UA07020210000033081,Устилузька,2019,2114.544,2114.5443,1313.381552795031
UA07040010000033507,Камінь-Каширська,2015,16539.665,16537.188,16537.188
UA07040010000033507,Камінь-Каширська,2017,14620.005,14620.005,11790.326612903225
UA07040010000033507,Камінь-Каширська,2018,28260,26880.643,17684.633552631578
UA07040010000033507,Камінь-Каширська,2019,21190.195,17753.228,11026.849689440993
UA07040030000028082,Любешівська,2016,1201.277,1158.77612,1063.0973577981651
UA07040030000028082,Любешівська,2017,4915.962,2784.406,2245.488709677419
UA07040030000028082,Любешівська,2018,9790.507,6990.507,4599.0177631578945
UA07040030000028082,Любешівська,2019,4638.77,4638.77,2881.223602484472
UA07040030000028082,Любешівська,2020,24845.39,23289.353,13945.720359281437
UA07040050000080830,Маневицька,2015,1282.657,1282.657,1282.657
UA07040050000080830,Маневицька,2018,4065.265,2250,1480.2631578947369
UA07040050000080830,Маневицька,2019,7557.15,4457.13,2768.4037267080744
UA07040050000080830,Маневицька,2020,4771.6,4762.19,2851.6107784431138
UA07040090000043197,Сошичненська,2019,4513.788,0,0
UA07040090000043197,Сошичненська,2020,12191.358,12191.358,7300.214371257485
UA07040090000043197,Сошичненська,2021,18877.849,18877.848,9582.663959390864
UA07060070000063773,Голобська,2016,599.765,599.765,550.243119266055
UA07060070000063773,Голобська,2017,3602.45,3602.307,2905.0862903225807
UA07060070000063773,Голобська,2018,2890,1444.999,950.6572368421052
UA07060090000026043,Головненська,2018,7894,2983.066,1962.5434210526314
UA07060090000026043,Головненська,2019,8506.173,5894.667,3661.283850931677
UA07060090000026043,Головненська,2020,19219.91,390.914,234.0802395209581
UA07060110000041168,Дубечненська,2016,3262.333,3240.7215,2973.138990825688
UA07060110000041168,Дубечненська,2017,14620,14612.7,11784.435483870968
UA07060110000041168,Дубечненська,2018,31005.396,29642.148,19501.413157894738
UA07060110000041168,Дубечненська,2019,24650.005,19306.873,11991.846583850931
UA07060130000030797,Дубівська,2017,13283.64,11871.624,9573.890322580644
UA07060130000030797,Дубівська,2018,8000,4499.98,2960.5131578947367
UA07060130000030797,Дубівська,2019,14560,14560,9043.478260869564
UA07060130000030797,Дубівська,2020,20900,18069.188,10819.873053892215
UA07060150000038564,Заболоттівська,2015,1028.025,1027.143,1027.143
UA07060150000038564,Заболоттівська,2016,5032.309,4105.6649,3766.665045871559
UA07060170000059479,Забродівська,2016,1231.885,1212.05797,1111.9797889908257
UA07060170000059479,Забродівська,2017,2597.22,2597.22,2094.532258064516
UA07060190000036342,Ковельська,2015,1980,1954.056,1954.056
UA07060190000036342,Ковельська,2016,19903.51,18295.37883,16784.751220183487
UA07060210000030014,Колодяжненська,2016,6698.571,6331.14158,5808.386770642202
UA07060210000030014,Колодяжненська,2021,7444.986,7363.293,3737.7121827411165
UA07060230000029166,Луківська,2018,10102.956,2753.364,1811.4236842105263
UA07060230000029166,Луківська,2019,17381.728,9144.815,5680.009316770186
UA07060230000029166,Луківська,2020,8636,8557.293,5124.1275449101795
UA07060250000039902,Люблинецька,2015,1643.745,1642.85183,1642.85183
UA07060250000039902,Люблинецька,2016,3993.125,3993.125,3663.4174311926604
UA07060250000039902,Люблинецька,2019,5550,4412.643,2740.772049689441
UA07060250000039902,Люблинецька,2020,848.136,788.579,472.20299401197605
UA07060310000037369,Ратнівська,2015,8440.47,7775.96681,7775.96681
UA07060310000037369,Ратнівська,2017,8383.385,8383.385,6760.79435483871
UA07060310000037369,Ратнівська,2018,20169.456,16697.141,10984.961184210526
UA07060310000037369,Ратнівська,2019,6091.5,3091.5,1920.1863354037266
UA07060310000037369,Ратнівська,2020,17270,17146.436,10267.326946107785
UA07060330000052414,Рівненська,2016,1842.948,1842.94778,1690.7777798165137
UA07060330000052414,Рівненська,2018,1810,1000,657.8947368421052
UA07060330000052414,Рівненська,2019,3423.519,3423.519,2126.4093167701863
UA07060410000041366,Старовижівська,2015,907.672,881.4606,881.4606
UA07060410000041366,Старовижівська,2019,0,0,0
UA07060430000041345,Турійська,2015,2140.267,1755.7518,1755.7518
UA07060430000041345,Турійська,2016,8318.179,7715.92832,7078.833321100917
UA07060430000041345,Турійська,2018,7300,3819.487,2512.820394736842
UA07060430000041345,Турійська,2019,14013.243,14013.239,8703.875155279502
UA07060450000051170,Шацька,2016,11867.019,10598.67663,9723.556541284403
UA07060450000051170,Шацька,2019,3000,101.562,63.081987577639744
UA07060450000051170,Шацька,2020,22725.91,20690.982,12389.809580838324
UA07060450000051170,Шацька,2021,45002.71799999999,37119.263999999996,18842.265989847714
UA07080050000014573,Городищенська,2018,3600,0,0
UA07080070000052255,Горохівська,2015,8173.355,8081.54787,8081.54787
UA07080070000052255,Горохівська,2017,2551.404,2359.791,1903.0572580645162
UA07080070000052255,Горохівська,2018,29968.046,10777.27,7090.309210526316
UA07080070000052255,Горохівська,2019,15076.724,14665.932,9109.27453416149
UA07080110000043895,Ківерцівська,2015,19259.672,19079.4619,19079.4619
UA07080110000043895,Ківерцівська,2016,8337.05,7757.92711,7117.364321100917
UA07080150000089103,Копачівська,2016,3024.958,2226.52657,2042.6849266055044
UA07080150000089103,Копачівська,2017,1250.186,1066.862,860.3725806451614
UA07080170000013585,Луцька,2015,35524.272,30865.021119999998,30865.021119999998
UA07080170000013585,Луцька,2016,15791.194,15791.194,14487.333944954127
UA07080170000013585,Луцька,2017,38836.804,38715.206,31221.940322580645
UA07080170000013585,Луцька,2018,15939.566,3705.701,2437.9611842105264
UA07080170000013585,Луцька,2019,25393.5,24202.269,15032.465217391304
UA07080170000013585,Луцька,2020,31617.98,29146.955,17453.26646706587
UA07080190000072811,Мар’янівська,2015,9124.333,8645.65214,8645.65214
UA07080230000046097,Підгайцівська,2018,3254,1645.545,1082.595394736842
UA07080230000046097,Підгайцівська,2019,26083.834,18963.785,11778.748447204967
UA07080230000046097,Підгайцівська,2020,8227.477,8227.477,4926.632934131737
UA07080250000053335,Рожищенська,2015,4305.658,3526.08654,3526.08654
UA07080250000053335,Рожищенська,2016,3267.148,3170.85938,2909.045302752293
UA07080250000053335,Рожищенська,2017,9300.074,70.35,56.73387096774193
UA07080250000053335,Рожищенська,2018,8975.826,1889.134,1242.8513157894736
UA07080270000067148,Торчинська,2021,6000,6000,3045.6852791878173
UA07080290000088287,Цуманська,2018,6510,3600,2368.4210526315787
UA07080290000088287,Цуманська,2019,20000,18823.962,11691.901863354036
UA07080290000088287,Цуманська,2020,24823.611,24679.721,14778.276047904194
UA07080290000088287,Цуманська,2021,56873.124,56251.035,28553.824873096448
UA12020010000033698,Дніпровська,2016,172917.532,167991.93338,154121.03979816512
UA12020010000033698,Дніпровська,2017,306967.992,269716.18200000003,217513.05000000002
UA12020010000033698,Дніпровська,2018,409327.634,297931.866,196007.80657894735
UA12020010000033698,Дніпровська,2019,403153.972,240983.982,149679.49192546582
UA12020010000033698,Дніпровська,2020,103732.606,82845.86600000001,49608.30299401198
UA12020010000033698,Дніпровська,2021,196303.316,196294.90000000002,99642.08121827412
UA12020090000044548,Миколаївська,2020,9776.109,9729.588,5826.100598802395
UA12020110000034205,Могилівська,2015,3112.501,3112.4991,3112.4991
UA12020130000022909,Новоолександрівська,2020,10082.913,10082.913,6037.672455089821
UA12020150000050274,Новопокровська,2015,1295.433,0,0
UA12020150000050274,Новопокровська,2016,1295.433,1260.236,1156.1798165137616
UA12020190000075117,Петриківська,2015,353,353,353
UA12020250000010438,Слобожанська,2021,20116.996,20116.996,10211.6730964467
UA12020270000063450,Солонянська,2015,5187.099,5187.09878,5187.09878
UA12020310000017431,Царичанська,2015,1546.512,1343.63672,1343.63672
UA12020330000076598,Чумаківська,2015,185,178.64674,178.64674
UA12040030000066040,Верхівцівська,2016,8560.588,3985.52376,3656.4438165137612
UA12040150000015189,Кам’янська,2015,14024.675,14024.67451,14024.67451
UA12040150000015189,Кам’янська,2017,9461.8,7952.408,6413.232258064517
UA12040190000056469,Лихівська,2020,17472.905,10189.678,6101.603592814371
UA12040210000039759,П’ятихатська,2016,111441.12,108925.147,99931.32752293577
UA12060170000091033,Криворізька,2017,36365.4,36365.4,29326.93548387097
UA12060170000091033,Криворізька,2018,128729.26,108989.968,71703.92631578947
UA12060170000091033,Криворізька,2019,181208,120189.31599999999,74651.74906832297
UA12060170000091033,Криворізька,2020,84035.90599999999,67394.23,40355.82634730539
UA12060170000091033,Криворізька,2021,100000,100000,50761.42131979696
UA12060270000017282,Софіївська,2015,19589.821,17532.5544,17532.5544
UA12060290000039013,Широківська,2015,242.1,100.0384,100.0384
UA12080030000022466,Мирівська,2016,24800.805,22419.007,20567.89633027523
UA12080050000062712,Нікопольська,2020,28969.226,22646.332,13560.677844311376
UA12080050000062712,Нікопольська,2021,153598.866,153548.794,77943.5502538071
UA12080070000077032,Першотравневська,2015,4291.559,3731.79392,3731.79392
UA12080070000077032,Першотравневська,2020,23441.576,9858.376,5903.219161676647
UA12080090000039979,Покровська,2020,16505.27,16469.71,9862.101796407185
UA12080130000071360,Томаківська,2015,23.8,23.8,23.8
UA12080130000071360,Томаківська,2020,22062.133,22032.419,13193.06526946108
UA12100050000045992,Магдалинівська,2015,1612.373,1572.06669,1572.06669
UA12100070000011492,Новомосковська,2015,802.4,0,0
UA12100070000011492,Новомосковська,2017,31500,31370.804,25299.035483870968
UA12100070000011492,Новомосковська,2018,44329.146,44249.192,29111.310526315792
UA12100070000011492,Новомосковська,2019,55000,54982.962,34150.908074534156
UA12100090000022751,Перещепинська,2015,3154.385,3154.385,3154.385
UA12100090000022751,Перещепинська,2019,166478.984,157203.876,97642.15900621116
UA12100110000043499,Піщанська,2020,21452.511,20756.718,12429.172455089822
UA12100130000095653,Черкаська,2015,50948.723,48752.38829,48752.38829
UA12120010000087180,Богданівська,2015,300,223.60756,223.60756
UA12120010000087180,Богданівська,2016,10000,9480.11878,8697.356678899083
UA12120030000075687,Вербківська,2015,7435.268,7435.26523,7435.26523
UA12120070000057518,Павлоградська,2015,17449.794,17449.7935,17449.7935
UA12120110000010894,Троїцька,2015,200,200,200
UA12140110000060935,Іларіонівська,2020,10261.611,9375.06,5613.808383233533
UA12140230000057328,Петропавлівська,2020,49734.858,42111.115,25216.236526946108
UA12140230000057328,Петропавлівська,2021,27100,27100,13756.345177664974
UA12140250000015858,Покровська,2015,76.8,76.8,76.8
UA12140250000015858,Покровська,2020,11458.294,11458.294,6861.253892215569
UA12140350000058140,Слов’янська,2015,43.4,0,0
UA14020010000088496,Бахмутська,2015,146103.752,82064.822,82064.822
UA14020010000088496,Бахмутська,2016,51345.342,48075.322,44105.799999999996
UA14020010000088496,Бахмутська,2017,53435.62,26845.52,21649.612903225807
UA14020010000088496,Бахмутська,2018,168262.738,62999.576,41447.08947368421
UA14020010000088496,Бахмутська,2019,229860.682,144472.778,89734.64472049689
UA14020010000088496,Бахмутська,2020,123676.024,122980.84,73641.22155688623
UA14020010000088496,Бахмутська,2021,225081.88199999998,223820.718,113614.57766497461
UA14020030000023064,Званівська,2018,9026.405,7940.731,5224.165131578947
UA14020050000019803,Світлодарська,2017,19800,0,0
UA14020050000019803,Світлодарська,2019,30988.348,8106.516,5035.103105590061
UA14020070000070354,Сіверська,2017,2444.916,2325.396,1875.3193548387098
UA14020070000070354,Сіверська,2018,119.52,119.52,78.63157894736841
UA14020090000073988,Соледарська,2017,40779.951,15867.955,12796.737903225807
UA14020090000073988,Соледарська,2018,31611.858,11046.460000000001,7267.4078947368425
UA14020090000073988,Соледарська,2019,15182.594,15150.756,9410.407453416148
UA14020090000073988,Соледарська,2020,15761.395,15761.395,9437.961077844311
UA14020110000075529,Торецька,2016,1842.661,546.306,501.1981651376147
UA14020110000075529,Торецька,2017,6888.578,5434.424,4382.6
UA14020110000075529,Торецька,2018,4454.154,4182.966,2751.951315789474
UA14020110000075529,Торецька,2019,75600.544,37298.372,23166.690683229815
UA14020110000075529,Торецька,2020,34471.954,34045.93,20386.784431137727
UA14020110000075529,Торецька,2021,31466.212,31466.212,15972.696446700507
UA14020130000080900,Часовоярська,2017,12806.3,8730.372,7040.622580645161
UA14020130000080900,Часовоярська,2018,4328.658,3611.154,2375.7592105263157
UA14040010000017239,Великоновосілківська,2017,17104.664,15760.441,12710.03306451613
UA14040010000017239,Великоновосілківська,2018,15901.282,14695.661,9668.19802631579
UA14040030000025138,Волноваська,2015,6862.325,5664.37002,5664.37002
UA14040030000025138,Волноваська,2018,28383.522,16365.537,10766.800657894737
UA14040030000025138,Волноваська,2019,19962.055,19714.981,12245.329813664595
UA14040030000025138,Волноваська,2020,31125.858,19597.798,11735.208383233532
UA14040030000025138,Волноваська,2021,29033.334,29033.334,14737.732994923857
UA14040050000064688,Вугледарська,2015,3986.388,3986.388,3986.388
UA14040050000064688,Вугледарська,2021,68512.156,68366.446,34703.77969543147
UA14040110000019914,Ольгинська,2015,192.933,192.93286,192.93286
UA14040130000068575,Старомлинівська,2019,11251.951,2933.264,1821.903105590062
UA14040130000068575,Старомлинівська,2020,8318.687,6093.732,3648.9413173652697
UA14040150000099558,Хлібодарівська,2015,1071.218,749.14953,749.14953
UA14040150000099558,Хлібодарівська,2016,529.729,319.935,293.51834862385317
UA14060010000010738,Вуглегірська,2015,302.553,296.562,296.562
UA14120030000057882,Дружківська,2015,2150.802,2150.42,2150.42
UA14120030000057882,Дружківська,2016,41730.914,39627.216459999996,36355.24445871559
UA14120030000057882,Дружківська,2017,64544.738000000005,28406.266,22908.279032258066
UA14120030000057882,Дружківська,2018,55935.763999999996,45514.828,29943.965789473685
UA14120030000057882,Дружківська,2019,4371.516,4371.468,2715.19751552795
UA14120050000033910,Іллінівська,2015,1838.959,168.237,168.237
UA14120050000033910,Іллінівська,2018,10456.309,8033.03,5284.888157894737
UA14120050000033910,Іллінівська,2019,2423.279,2371.213,1472.8031055900622
UA14120070000090878,Костянтинівська,2015,9489.923999999999,987.346,987.346
UA14120070000090878,Костянтинівська,2018,33227.296,27227.284,17912.686842105264
UA14120070000090878,Костянтинівська,2019,53355.944,53309.85,33111.70807453416
UA14120090000098500,Краматорська,2015,163784.08000000002,94248.46074,94248.46074
UA14120090000098500,Краматорська,2016,84820.76,71968.566,66026.20733944954
UA14120090000098500,Краматорська,2017,56569.988,55690.614,44911.78548387097
UA14120090000098500,Краматорська,2018,124659.638,73988.96399999999,48676.95
UA14120090000098500,Краматорська,2019,155880.684,63214.734,39263.809937888196
UA14120090000098500,Краматорська,2020,89776.602,88792.66200000001,53169.25868263474
UA14120110000031497,Лиманська,2015,1002.744,777.622,777.622
UA14120110000031497,Лиманська,2016,1463.94,809.2,742.3853211009174
UA14120110000031497,Лиманська,2018,26900.985,19576.564,12879.31842105263
UA14120110000031497,Лиманська,2019,19603.08,9491.406,5895.283229813665
UA14120130000086767,Миколаївська,2017,6642.014999999999,4475.401,3609.1943548387094
UA14120130000086767,Миколаївська,2018,1353.247,1330.108,875.0710526315789
UA14120130000086767,Миколаївська,2021,61572.77,61572.77,31255.21319796954
UA14120150000071686,Новодонецька,2015,1022.523,884.411,884.411
UA14120150000071686,Новодонецька,2016,11446.325,7890.627,7239.1073394495415
UA14120150000071686,Новодонецька,2017,12580.884,11560.787,9323.215322580645
UA14120150000071686,Новодонецька,2018,28083.117,8396.246,5523.8460526315785
UA14120150000071686,Новодонецька,2019,15069.106000000002,6456.839,4010.4590062111797
UA14120150000071686,Новодонецька,2020,12415.003,12255.083999999999,7338.37365269461
UA14120170000011133,Олександрівська,2015,2134.5589999999997,1671.304,1671.304
UA14120170000011133,Олександрівська,2016,5086.313,5086.313,4666.342201834862
UA14120170000011133,Олександрівська,2017,7429.524,7429.524,5991.551612903226
UA14120170000011133,Олександрівська,2019,53306.923,25655.015,15934.791925465837
UA14120170000011133,Олександрівська,2020,27651.908000000003,27113.87,16235.850299401198
UA14120170000011133,Олександрівська,2021,17653.207,17481.881,8874.051269035534
UA14120190000021407,Святогірська,2015,18746.382,4356.576,4356.576
UA14120190000021407,Святогірська,2020,20000,12677.182,7591.126946107785
UA14120190000021407,Святогірська,2021,44298.998,44281.412,22477.874111675126
UA14120210000056793,Слов’янська,2015,23430.35,13938.121659999999,13938.121659999999
UA14120210000056793,Слов’янська,2017,20000,12775.992,10303.21935483871
UA14120210000056793,Слов’янська,2018,228496.862,136458.744,89775.48947368421
UA14120210000056793,Слов’янська,2019,406997.06,318256.978,197675.1416149068
UA14120210000056793,Слов’янська,2020,176125.372,168199.88,100718.49101796407
UA14140030000092230,Мангушська,2015,22042.229,21151.5,21151.5
UA14140030000092230,Мангушська,2018,10244.576000000001,4330.133,2848.7717105263155
UA14140030000092230,Мангушська,2019,5157.071,5157.071,3203.1496894409934
UA14140050000020560,Маріупольська,2015,5118.588,3802.398,3802.398
UA14140050000020560,Маріупольська,2016,7848.076,0,0
UA14140050000020560,Маріупольська,2017,14654.405,12691.131000000001,10234.78306451613
UA14140050000020560,Маріупольська,2018,142241.71600000001,38744.812,25490.007894736842
UA14140050000020560,Маріупольська,2019,104788.458,84279.044,52347.23229813664
UA14140050000020560,Маріупольська,2020,72348.798,72211.932,43240.67784431138
UA14140050000020560,Маріупольська,2021,162605.012,161205.332,81830.11776649747
UA14140070000060361,Нікольська,2015,1190.4569999999999,1111.9389999999999,1111.9389999999999
UA14140070000060361,Нікольська,2016,1327.821,397.604,364.7743119266055
UA14140070000060361,Нікольська,2018,3880.256,3620.183,2381.699342105263
UA14140090000015932,Сартанська,2020,4303.053,3743.859,2241.8317365269463
UA14160030000019136,Білозерська,2018,21693.502,15802.738,10396.538157894736
UA14160030000019136,Білозерська,2019,11705.4,9972.908,6194.352795031055
UA14160030000019136,Білозерська,2020,8003.118,7954.618,4763.244311377246
UA14160050000083011,Гродівська,2020,18555.782,18453.789,11050.173053892217
UA14160050000083011,Гродівська,2021,26470.725,26390.619,13396.253299492386
UA14160070000097326,Добропільська,2015,86.814,77.195,77.195
UA14160070000097326,Добропільська,2017,22569.31,17384.638,14019.86935483871
UA14160070000097326,Добропільська,2018,23837.374,10866.804,7149.2131578947365
UA14160070000097326,Добропільська,2019,29353.58,24784.703999999998,15394.22608695652
