"hromada_code","hromada_name","raion_code","raion_name","oblast_code","oblast_name","type","hromada_full_name","oblast_center","hromada_center_code","hromada_center","lat_center","lon_center","travel_time","n_settlements","square","distance_to_russia_belarus","distance_to_russia","distance_to_eu","mountain_hromada","near_seas","bordering_hromadas","hromadas_30km_from_border","hromadas_30km_russia_belarus","buffer_nat_15km","buffer_int_15km","occipied_before_2022","total_popultaion_2022","urban_popultaion_2022.x","urban_pct","budget_code","budget_name","oblast_name_en","region_en","region_code_en","income_total_2021","income_transfert_2021","income_military_2021","income_pdfo_2021","income_unified_tax_2021","income_property_tax_2021","income_excise_duty_2021","income_own_2021","own_income_prop_2021","transfert_prop_2021","military_tax_prop_2021","pdfo_prop_2021","unified_tax_prop_2021","property_tax_prop_2021","excise_duty_prop_2021","own_income_change","own_prop_change","total_income_change","income_own_2022","income_total_2022","income_transfert_2022","own_income_no_mil_change_YoY_jan_feb","own_income_no_mil_change_YoY_jun_aug","own_income_no_mil_change_YoY_mar_may","own_income_no_mil_change_YoY_adapt","dfrr_executed","turnout_2020","sex_head","age_head","education_head","incumbent","rda","not_from_here","party","enterpreuner","unemployed","priv_work","polit_work","communal_work","ngo_work","party_national_winner","no_party","male","high_educ","sum_osbb_2020","edem_total","edem_petitions","edem_consultations","edem_participatory_budget","edem_open_hromada","youth_councils","youth_centers","business_support_centers","creation_date","creation_year","time_before_24th","voluntary","war_zone_27_04_2022","war_zone_20_06_2022","war_zone_23_08_2022","war_zone_10_10_2022","passangers_2021","total_declarations","female_declarations","male_declarations","female_pct_declarations","male_pct_declarations","urban_declarations","rural_declarations","urban_pct_declarations","rural_pct_declarations","youth_declarations","youth_pct_declarations","working_age_total_declarations","working_age_pct_declarations","urban_popultaion_2022.y","declarations_pct","urban_declarations_pct","train_station"
"UA23040010000033945","Благовіщенська","UA23040000000067730","Василівський","UA23000000000064947","Запорізька","сільська","Благовіщенська сільська громада",0,"UA23040010010050707","Благовіщенка",47.461262,34.821815,135.1,7,299.7,158.615631567058,158.615631567058,452.068054273242,NA,NA,NA,NA,NA,1,NA,0,6077,0,0,8.535e+09,"Бюджет Благовіщенської сільської територіальної громади","Zaporizka","East","E",17514.55859,10834.774,0,4322.26355,765.52341,827.6973,525.102,6679.78459,1.97,3.03,0,1.26,0.23,0.25,0.15,-0.46,-0.03,-0.31,4803.31159,15882.32059,11079.009,23.482796736454,-55.1455691249423,-11.7506542777095,-43.3949148472328,NA,0.393386082369649,"male",69,"higher",0,0,1,"Самовисування",0,0,0,1,0,0,0,1,1,1,NA,0,0,0,0,0,0,0,0,"2017-10-15",2017,1592.91666666667,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"UA23040030000061166","Василівська","UA23040000000067730","Василівський","UA23000000000064947","Запорізька","міська","Василівська міська громада",0,"UA23040030010016724","Василівка",47.4431859,35.2803026,65.2,18,721.5,169.229185123092,169.229185123092,480.045141517774,NA,NA,NA,NA,NA,1,1,0,20563,12567,0.611146233526236,8.558e+09,"Бюджет Василівської міської територіальної громади","Zaporizka","East","E",94432.17815,42978.803,2171.39066,28807.81268,5536.45042,6644.23211,7810.03135,51453.37515,2.77,2.23,0.12,1.54,0.31,0.37,0.43,-0.41,-0.0900000000000001,-0.26,32384.8965,63133.9435,30749.047,27.7729297575889,-61.726274843257,-48.322649162194,-13.403625681063,58763.794,0.354275934411748,"male",49,"higher",0,0,0,"Слуга народу",0,0,1,0,0,0,1,0,1,1,13,0,0,0,0,0,0,0,4,"2020-08-16",2020,556.916666666667,0,1,1,1,1,NA,19884,10931,8953,0.55,0.45,14990,4894,0.75,0.25,5548,0.28,14769,0.74,12567,0.966979526333706,1.19280655685526,0
"UA23040050000076136","Великобілозерська","UA23040000000067730","Василівський","UA23000000000064947","Запорізька","сільська","Великобілозерська сільська громада",0,"UA23040050010097416","Велика Білозерка",47.26936,34.684521,148.1,8,470.9,134.925650640466,134.925650640466,431.720290170203,NA,NA,NA,NA,NA,NA,NA,0,7404,0,0,8.519e+09,"Бюджет Великобілозерської сільської територіальної громади","Zaporizka","East","E",30724.68818,14746.482,73.94963,10148.06709,2283.22393,2438.37712,498.13166,15978.20618,2.69,2.31,0,1.69,0.39,0.42,0.09,-0.73,-0.1,-0.33,6336.98769,21907.05269,15570.065,30.9165310830598,-72.9917240595436,-57.0261735145082,-15.9655505450354,NA,0.532356948228883,"male",47,"higher",0,0,0,"Самовисування",1,0,0,0,0,0,0,1,1,1,NA,0,0,0,0,0,0,0,2,"2017-02-19",2017,1830.91666666667,1,1,1,1,1,NA,6387,3402,2985,0.53,0.47,0,6387,0,1,1997,0.31,4535,0.71,0,0.862641815235008,NA,0
"UA23040070000097076","Водянська","UA23040000000067730","Василівський","UA23000000000064947","Запорізька","сільська","Водянська сільська громада",0,"UA23040070010033097","Водяне",47.479115,34.517452,151.6,8,365.2,151.087263425081,151.087263425081,434.440372037016,NA,NA,NA,NA,NA,1,NA,0,11499,0,0,8.524e+09,"Бюджет Водянської сільської територіальної громади","Zaporizka","East","E",36801.94739,24873.452,0,5559.11965,1863.55848,2642.88528,894.69327,11928.49539,1.7,3.3,0,0.77,0.29,0.39,0.12,-0.27,0.02,-0.16,7005.97846,32694.76746,25688.789,32.5165458441729,-50.1892549515186,-38.0602894274055,-12.1289655241131,NA,0.415130830489192,"male",66,"non-higher",1,0,0,"Самовисування",0,0,0,1,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,"2017-02-19",2017,1830.91666666667,1,1,1,1,1,NA,8981,4818,4163,0.54,0.46,0,8981,0,1,2650,0.3,6483,0.72,0,0.781024436907557,NA,0
"UA23040090000031823","Дніпрорудненська","UA23040000000067730","Василівський","UA23000000000064947","Запорізька","міська","Дніпрорудненська міська громада",0,"UA23040090010050034","Дніпрорудне",47.3899205,35.0028481,100.8,3,47.6,155.908904453957,155.908904453957,459.162496624068,NA,NA,NA,NA,NA,NA,NA,0,18160,17736,0.976651982378855,8.56e+09,"Бюджет Дніпрорудненської міської територіальної громади","Zaporizka","East","E",66203.53037,36080.738,492.95317,18355.35997,3905.37205,2366.27693,3565.17192,30122.79237,2.36,2.64,0.04,1.42,0.32,0.19,0.27,-0.54,-0.05,-0.4,19823.17098,51075.80498,31252.634,9.04136572153937,-53.2258056955191,-35.4902414660438,-17.7355642294752,11816.48,0.316165289256198,"male",61,"higher",0,0,0,"ОПЗЖ",0,0,0,1,0,0,0,0,1,1,20,0,0,0,0,0,0,0,0,"2020-08-16",2020,556.916666666667,0,1,1,1,1,NA,14477,8040,6437,0.56,0.44,14477,0,1,0,4067,0.28,10664,0.74,17736,0.797191629955947,0.816249436175011,0
"UA23040110000019947","Енергодарська","UA23040000000067730","Василівський","UA23000000000064947","Запорізька","міська","Енергодарська міська громада",0,"UA23040110010044100","Енергодар",47.4900575,34.6602709,152.9,1,63.4,156.196051643925,156.196051643925,443.900186649568,NA,NA,NA,NA,NA,1,NA,0,52237,52237,1,8.561e+09,"Бюджет Енергодарської міської територіальної громади","Zaporizka","East","E",469334.34247,62377.88318,6079.03501,301803.33396,11287.95935,51597.44291,10201.73263,406956.45929,4.35,0.65,0.06,3.22,0.12,0.54,0.11,-0.39,0.0099999999999999,-0.45,329164.33277,382151.42877,52987.096,30.8448657106661,-27.4984035512024,-17.8238330864172,-9.67457046478519,NA,0.400971448880464,"male",37,"higher",0,0,0,"За майбутнє",0,0,0,1,0,0,0,0,1,1,51,3,1,0,1,1,0,1,5,"2020-08-16",2020,556.916666666667,0,1,1,1,1,NA,52256,28402,23854,0.54,0.46,52256,0,1,0,14870,0.28,39138,0.75,52237,1.00036372686027,1.00036372686027,0
"UA23040130000044084","Кам’янсько-Дніпровська","UA23040000000067730","Василівський","UA23000000000064947","Запорізька","міська","Кам’янсько-Дніпровська міська громада",0,"UA23040130010014334","Кам’янка-Дніпровська",47.4900938,34.4109101,162.5,3,435.9,149.723734801183,149.723734801183,428.578922179547,NA,NA,NA,NA,NA,1,NA,0,19607,12117,0.61799357372367,8.517e+09,"Бюджет Кам'янсько-Дніпровської міської територіальної громади","Zaporizka","East","E",69922.26556,35138.902,625.81203,18321.67458,3399.80738,7532.34147,3667.36455,34783.36356,2.55,2.45,0.04,1.32,0.25,0.56,0.27,-0.66,-0.05,-0.37,17195.77907,51910.29207,34714.513,22.4100795941125,-69.6875155719286,-48.0118229490339,-21.6756926228947,NA,0.364001979952976,"male",45,"higher",1,0,0,"Порядок",0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,"2017-02-19",2017,1830.91666666667,1,1,1,1,1,NA,17920,9675,8245,0.54,0.46,15976,1944,0.89,0.11,5823,0.32,12799,0.71,12117,0.913959300249911,1.31847817116448,0
"UA23040150000063069","Малобілозерська","UA23040000000067730","Василівський","UA23000000000064947","Запорізька","сільська","Малобілозерська сільська громада",0,"UA23040150010072414","Мала Білозерка",47.24419,34.939514,126.2,8,623.4,139.047275438364,139.047275438364,446.64607519389,NA,NA,NA,NA,NA,NA,1,0,12189,0,0,8.566e+09,"Бюджет Малобілозерської сільської територіальної громади","Zaporizka","East","E",131459.7834,15405.01,0,76334.92931,3209.90647,12346.85472,1875.66704,116054.7734,4.38,0.62,0,3.1,0.13,0.5,0.09,-0.75,-0.03,-0.83,56193.51611,72165.46511,15971.949,2.23966199599388,-75.3811427380389,-47.9886522904672,-27.3924904475717,NA,0.315746899155132,"male",42,"higher",1,0,0,"ОПЗЖ",0,0,0,1,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,"2020-08-16",2020,556.916666666667,0,1,1,1,1,NA,8768,4637,4131,0.53,0.47,0,8768,0,1,2627,0.3,6488,0.74,0,0.719337107227828,NA,0
"UA23040170000022547","Михайлівська","UA23040000000067730","Василівський","UA23000000000064947","Запорізька","селищна","Михайлівська селищна громада",0,"UA23040170010073574","Михайлівка",47.2686779,35.2182687546317,98.1,12,612.3,149.335572029791,149.335572029791,466.216181393666,NA,NA,NA,NA,NA,1,1,0,18970,14547,0.766842382709541,8.537e+09,"Бюджет Михайлівської селищної територіальної громади","Zaporizka","East","E",71846.42632,37545.991,500.47171,15482.99246,3916.16714,7351.65767,1393.48594,34300.43532,2.45,2.55,0.04,1.13,0.29,0.57,0.1,-0.51,-0.03,-0.41,17144.82334,49454.27434,32309.451,37.0024513624307,-70.5202984632272,-37.8018510072861,-32.7184474559411,NA,0.276203966005666,"male",39,"higher",0,0,0,"ОПЗЖ",0,0,0,1,0,0,0,0,1,1,NA,0,0,0,0,0,0,0,0,"2018-02-18",2018,1466.91666666667,1,1,1,1,1,NA,19416,10612,8804,0.55,0.45,15238,4178,0.78,0.22,5857,0.3,14328,0.74,14547,1.02351080653664,1.04750120299718,0
"UA23040190000047410","Роздольська","UA23040000000067730","Василівський","UA23000000000064947","Запорізька","сільська","Роздольська сільська громада",0,"UA23040190010034457","Роздол",47.2817378,35.3955872,85.3,32,418.3,155.444476402096,155.444476402096,478.613175557807,NA,NA,NA,NA,NA,1,1,0,6433,0,0,8.542e+09,"Бюджет Роздольської сільської територіальної громади","Zaporizka","East","E",29017.09298,16433.409,0,6901.22186,1606.04768,2876.10149,347.50601,12583.68398,2.14,2.86,0,1.18,0.28,0.47,0.07,-0.3,-0.13,-0.2,3328.44087,18919.87387,15591.433,20.4843240140236,-87.1035357686944,-61.011244604835,-26.0922911638594,285.59049,0.483972577357791,"male",65,"higher",0,0,1,"За майбутнє",0,0,0,1,0,0,0,0,1,1,NA,0,0,0,0,0,0,0,0,"2018-02-18",2018,1466.91666666667,1,1,1,1,1,NA,4341,2318,2023,0.53,0.47,0,4341,0,1,1461,0.34,3051,0.7,0,0.674801803202238,NA,0
"UA23040210000019462","Степногірська","UA23040000000067730","Василівський","UA23000000000064947","Запорізька","селищна","Степногірська селищна громада",0,"UA23040210010095541","Степногірськ",47.58694,35.35606,39.4,9,235.3,184.811042167085,184.811042167085,493.295854359116,NA,NA,NA,NA,NA,1,1,0,8132,4294,0.52803738317757,8.574e+09,"Бюджет Степногірської селищної територіальної громади","Zaporizka","East","E",25165.63783,16505.418,0,3533.71285,1279.8478,2701.43255,355.21463,8660.21983,1.79,3.21,0,0.72,0.27,0.56,0.07,-0.32,-0.02,-0.22,3862.1618,20750.9788,16888.817,32.489389229016,-33.0442650364584,-51.0112726258153,17.9670075893569,1300.474,0.343048713738369,"female",63,"higher",1,0,0,"ОПЗЖ",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"2020-08-16",2020,556.916666666667,0,1,1,1,1,NA,5842,3150,2692,0.54,0.46,2817,3025,0.48,0.52,1855,0.32,4233,0.72,4294,0.718396458435809,0.656031672100606,0
"UA23060010000052992","Біленьківська","UA23060000000070350","Запорізький","UA23000000000064947","Запорізька","сільська","Біленьківська сільська громада",0,"UA23060010010065997","Біленьке",47.621609,35.030251,51.1,9,357.2,180.977249985367,180.977249985367,475.037949439887,NA,NA,NA,NA,NA,1,1,0,9636,0,0,8.51e+09,"Бюджет Біленьківської сільської територіальної громади","Zaporizka","East","E",32589.12216,18809.834,1133.57385,7872.80353,2564.27988,2422.28384,432.2695,13779.28816,2.2,2.8,0.18,1.25,0.43,0.39,0.07,0.01,0.05,-0.25,12420.07725,31576.78325,19156.706,-3.73455388882489,-18.554763536911,-20.6141011354134,2.05933759850243,NA,0.302921168467387,"female",55,"higher",1,0,0,"Самовисування",0,0,0,1,0,0,0,1,0,1,NA,1,0,0,1,0,0,0,0,"2016-10-02",2016,1970.91666666667,1,0,0,0,0,NA,6486,3540,2946,0.55,0.45,0,6486,0,1,1929,0.3,4499,0.69,0,0.673100871731009,NA,0
"UA23060030000037089","Вільнянська","UA23060000000070350","Запорізький","UA23000000000064947","Запорізька","міська","Вільнянська міська громада",0,"UA23060030010056906","Вільнянськ",47.9433,35.43159,31.5,16,158.4,203.667620332736,203.667620332736,520.038316666896,NA,NA,NA,NA,NA,1,1,0,16531,14324,0.866493255096485,8.559e+09,"Бюджет Вільнянської міської територіальної громади","Zaporizka","East","E",76094.02194,34896.16852,3258.28523,28048.50037,3810.85341,5763.97423,1788.18393,41197.85342,2.79,2.21,0.2,1.9,0.26,0.4,0.12,-0.38,0.11,-0.35,34288.17114,60710.40796,26422.23682,15.3876089046326,-23.1885740095515,-27.9453448321834,4.75677082263184,66495.52872,0.328762256643456,"female",58,"higher",1,0,0,"Самовисування",0,0,0,1,0,0,0,1,0,1,11,1,0,0,0,1,0,0,1,"2020-08-16",2020,556.916666666667,0,0,0,0,0,NA,19699,10707,8992,0.54,0.46,19699,0,1,0,6171,0.31,14335,0.73,14324,1.19163994918638,1.37524434515498,0
"UA23060050000065959","Долинська","UA23060000000070350","Запорізький","UA23000000000064947","Запорізька","сільська","Долинська сільська громада",0,"UA23060050010019157","Долинське",47.788471,34.956089,32.3,9,170.1,195.610223273652,195.610223273652,481.092721938449,NA,NA,NA,NA,NA,1,1,0,5615,0,0,8.507e+09,"Бюджет Долинської сільської територіальної громади","Zaporizka","East","E",25334.55977,5983.872,0,8138.11371,1946.93322,4207.40314,4831.27582,19350.68777,3.86,1.14,0,1.62,0.41,0.86,0.93,0.73,0.15,0.3,14179.03357,20687.69557,6508.662,24.5216699401207,-4.822602694458,-45.4115047316272,40.5889020371692,NA,0.528062895828784,"male",61,"higher",1,0,0,"Самовисування",0,0,0,1,0,0,0,1,1,1,NA,0,0,0,0,0,0,0,0,"2016-06-19",2016,2075.91666666667,1,0,0,0,0,NA,4374,2341,2033,0.54,0.46,0,4374,0,1,1310,0.3,3114,0.71,0,0.778984861976848,NA,0
"UA23060070000082704","Запорізька","UA23060000000070350","Запорізький","UA23000000000064947","Запорізька","міська","Запорізька міська громада",1,"UA23060070010069526","Запоріжжя",47.8507859,35.1182867,0,1,311.7,207.262086652095,207.262086652095,494.981356665846,NA,NA,NA,NA,NA,1,1,0,710052,710052,1,8.562e+09,"Бюджет Запорізької міської територіальної громади","Zaporizka","East","E",3591883.59546,643053.91288,72704.27627,1832582.70033,363502.80876,458757.82511,159075.16495,2948829.68258,4.12,0.88,0.1,2.56,0.5,0.64,0.23,0.04,0.05,-0.01,3017608.58748,3658255.22948,640646.642,19.3638256879064,-6.32438855573838,-22.8951232402218,16.5707346844834,625839.04124,0.298271772518915,"male",57,"higher",1,0,0,"Партія Володимира Буряка ""Єднання""",0,0,0,1,0,0,0,0,1,1,1041,1,0,0,0,1,2,3,28,"2020-08-16",2020,556.916666666667,0,0,1,1,1,3800,621490,347523,273967,0.56,0.44,621490,0,1,0,181593,0.29,455098,0.73,710052,0.875273923599962,0.875273923599962,1
"UA23060090000082326","Комишуваська","UA23060000000070350","Запорізький","UA23000000000064947","Запорізька","селищна","Комишуваська селищна громада",0,"UA23060090010013596","Комишуваха",47.7141975,35.5322725,35.7,30,531,181.741184406868,181.741184406868,512.036183557503,NA,NA,NA,NA,NA,1,1,0,12450,5251,0.421767068273092,8.509e+09,"Бюджет Комишуваської селищної територіальної громади","Zaporizka","East","E",40489.99257,28864.767,0,5541.33864,2440.82023,1771.97946,1363.74231,11625.22557,1.56,3.44,0,0.72,0.34,0.25,0.18,-0.0200000000000001,0.03,-0.08,8300.26523,38449.96323,30149.698,9.19051018419574,-40.4767206414339,-23.1154428930376,-17.3612777483962,16886.444,0.327061025054579,"male",46,"higher",1,0,0,"Слуга народу",0,0,0,1,0,0,1,0,1,1,NA,0,0,0,0,0,0,1,0,"2016-10-09",2016,1963.91666666667,1,0,0,1,1,NA,12443,6785,5658,0.55,0.45,10268,2175,0.83,0.17,3691,0.3,8993,0.72,5251,0.999437751004016,1.95543705960769,0
"UA23060110000049870","Кушугумська","UA23060000000070350","Запорізький","UA23000000000064947","Запорізька","селищна","Кушугумська селищна громада",0,"UA23060110010013081","Кушугум",47.71671,35.20981,24,3,216.2,195.373588261816,195.373588261816,492.109314946207,NA,NA,NA,NA,NA,1,1,0,16938,16938,1,8.565e+09,"Бюджет Кушугумської селищної територіальної громади","Zaporizka","East","E",55198.45751,36722.90625,0,8044.8313,4045.88212,1992.54307,3725.56414,18475.55126,1.72,3.28,0,0.74,0.39,0.2,0.34,-0.12,0.04,-0.15,14295.1155,46965.7075,32670.592,16.0649804254002,-13.7274770849202,-28.3970420990683,14.6695650141481,63128.35639,0.394847845736668,"male",42,"higher",0,0,1,"Самовисування",0,0,0,1,0,0,0,1,1,1,NA,0,0,0,0,0,1,0,0,"2020-08-16",2020,556.916666666667,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"UA23060130000058533","Матвіївська","UA23060000000070350","Запорізький","UA23000000000064947","Запорізька","сільська","Матвіївська сільська громада",0,"UA23060130010016800","Матвіївка",47.905201,35.301819,23,12,153.6,208.357815003731,208.357815003731,509.66980540922,NA,NA,NA,NA,NA,1,1,0,6767,1117,0.165065760307374,8.567e+09,"Бюджет Матвіївської сільської територіальної громади","Zaporizka","East","E",26043.84949,13437.535,2192.93806,8189.91391,1161.00665,1803.20748,813.80239,12606.31449,2.53,2.47,0.44,1.62,0.25,0.38,0.17,-0.2,0.11,-0.24,11966.34193,23482.39293,11516.051,38.597757025209,-12.0584059466598,-3.73377341408606,-8.32463253257371,202.162,0.393439747412735,"male",37,"higher",0,0,1,"Самовисування",0,0,0,1,0,0,0,1,1,1,NA,0,0,0,0,0,0,0,0,"2020-08-16",2020,556.916666666667,0,0,0,1,1,NA,5360,2880,2480,0.54,0.46,1800,3560,0.34,0.66,1424,0.27,4055,0.76,1117,0.792079207920792,1.61145926589078,0
"UA23060150000085288","Михайлівська","UA23060000000070350","Запорізький","UA23000000000064947","Запорізька","сільська","Михайлівська сільська громада",0,"UA23060150010061768","Михайлівка",47.951923,35.253956,24.8,15,164.1,214.393597321621,214.393597321621,509.731922288551,NA,NA,NA,NA,NA,1,1,0,6317,0,0,8.538e+09,"Бюджет Михайлівської сільської територіальної громади","Zaporizka","East","E",24277.01892,11539.49,0,6602.76726,1382.02296,3094.21941,790.49384,12737.52892,2.69,2.31,0,1.39,0.31,0.66,0.17,0.45,0.13,-0.00999999999999998,8815.58239,21360.20339,12544.621,20.5868411771451,-14.5166775576938,-39.9885800307453,25.4719024730515,NA,0.382374631268437,"female",61,"higher",1,0,0,"Слуга народу",0,0,0,1,0,0,1,0,0,1,NA,0,0,0,0,0,0,0,0,"2018-02-18",2018,1466.91666666667,1,0,1,0,0,NA,3981,2178,1803,0.55,0.45,0,3981,0,1,1257,0.32,2863,0.72,0,0.630204210859585,NA,0
"UA23060170000046208","Михайло-Лукашівська","UA23060000000070350","Запорізький","UA23000000000064947","Запорізька","сільська","Михайло-Лукашівська сільська громада",0,"UA23060170010056787","Михайло-Лукашеве",47.958382,35.591595,40.6,26,368,196.050124239724,196.050124239724,530.839507084636,NA,NA,NA,NA,NA,1,NA,0,5370,0,0,8.569e+09,"Бюджет Михайло-Лукашівської сільської територіальної громади","Zaporizka","East","E",21376.88595,11276.614,0,5146.05922,1687.7763,2636.76888,319.12041,10100.27195,2.4,2.6,0,1.23,0.41,0.61,0.07,1.05,0.28,0.2,8506.71898,19123.37198,10616.653,20.3633656315752,-24.1167967423807,-27.0598522140171,2.94305547163635,NA,0.437583533814488,"female",47,"higher",0,0,1,"Самовисування",0,0,0,1,0,0,0,1,0,1,NA,0,0,0,0,0,0,0,4,"2020-08-16",2020,556.916666666667,0,0,0,0,0,NA,3606,2030,1576,0.56,0.44,0,3606,0,1,1152,0.32,2578,0.71,0,0.671508379888268,NA,0
"UA23060190000080843","Новомиколаївська","UA23060000000070350","Запорізький","UA23000000000064947","Запорізька","селищна","Новомиколаївська селищна громада",0,"UA23060190010048202","Новомиколаївка",47.97146,35.89886,62.5,54,659.3,181.169637747066,181.169637747066,550.580618311864,NA,NA,NA,NA,NA,1,NA,0,11045,4983,0.451154368492531,8.572e+09,"Бюджет Новомиколаївської селищної територіальної громади","Zaporizka","East","E",41548.24583,17756.904,410.09715,13245.59639,3418.25575,5080.56717,1326.48898,23791.34183,2.9,2.1,0.04,1.6,0.42,0.62,0.17,0.13,0.19,0.0599999999999999,17867.48366,39640.47266,21772.989,19.1716651282086,-30.962757663148,-27.0542651769714,-3.90849248617664,4451.567,0.386089038859258,"male",58,"higher",1,0,0,"Слуга народу",0,1,0,0,0,0,1,0,1,1,20,0,0,0,0,0,0,0,5,"2020-08-16",2020,556.916666666667,0,0,0,1,1,NA,11681,6284,5397,0.54,0.46,11681,0,1,0,3110,0.27,8565,0.73,4983,1.05758261656858,2.34417017860726,0
"UA23060210000064233","Новоолександрівська","UA23060000000070350","Запорізький","UA23000000000064947","Запорізька","сільська","Новоолександрівська сільська громада",0,"UA23060210010059808","Новоолександрівка",47.751041,35.36739,24.9,7,142.8,194.107139533366,194.107139533366,503.996419522713,NA,NA,NA,NA,NA,1,1,0,4791,0,0,8.546e+09,"Бюджет Новоолександрівської сільської територіальної громади","Zaporizka","East","E",23235.7512,16661.45944,0,2842.43725,922.75476,906.09676,815.34469,6574.29176,1.49,3.51,0,0.65,0.24,0.23,0.21,1.58,-2.77555756156289e-17,-0.29,5995.48223,17344.81523,11349.333,36.0537973426905,-37.8548875726557,-24.1208780984416,-13.734009474214,NA,0.475929662727011,"male",40,"higher",1,0,0,"Самовисування",0,0,0,1,0,0,0,1,1,1,NA,0,0,0,0,0,0,0,0,"2019-04-21",2019,1039.91666666667,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"UA23060230000071243","Павлівська","UA23060000000070350","Запорізький","UA23000000000064947","Запорізька","сільська","Павлівська сільська громада",0,"UA23060230010011165","Павлівське",47.946049,35.463181,34.3,21,169.8,202.110943663998,202.110943663998,522.154908709964,NA,NA,NA,NA,NA,1,1,0,4563,0,0,8.522e+09,"Бюджет Павлівської сільської територіальної громади","Zaporizka","East","E",17275.78769,8023.574,0,4263.64914,1137.71633,1994.72261,692.68221,9252.21369,2.69,2.31,0,1.24,0.34,0.59,0.23,0.64,0.21,0.09,9358.51726,18039.47026,8680.953,46.9541370926693,-20.133900482519,6.18808637768262,-26.3219868602016,NA,0.419123725544227,"male",44,"higher",1,0,0,"Слуга народу",0,0,0,1,0,0,1,0,1,1,NA,0,0,0,0,0,0,0,0,"2017-02-19",2017,1830.91666666667,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"UA23060250000058722","Петро-Михайлівська","UA23060000000070350","Запорізький","UA23000000000064947","Запорізька","сільська","Петро-Михайлівська сільська громада",0,"UA23060250010080166","Петро-Михайлівка",48.060032,35.229721,40.8,18,278.4,223.518129606907,223.518129606907,515.341908449341,NA,NA,NA,NA,NA,1,1,0,4838,0,0,8.528e+09,"Бюджет Петро-Михайлівської сільської територіальної громади","Zaporizka","East","E",17810.82348,9772.633,0,4432.38394,1952.61871,1169.88202,102.15633,8038.19048,2.33,2.67,0,1.27,0.57,0.34,0.04,0.48,0.04,-0.32,7118.11348,15771.62348,8653.51,148.017260056588,-27.6386888245613,-14.6873027547123,-12.951386069849,NA,0.39957378795951,"female",58,"higher",0,0,0,"Самовисування",0,0,0,1,0,0,0,1,0,1,NA,0,0,0,0,0,0,0,0,"2017-08-20",2017,1648.91666666667,1,0,0,1,0,NA,3492,1895,1597,0.54,0.46,0,3492,0,1,1048,0.3,2541,0.73,0,0.721785861926416,NA,0
"UA23060270000087706","Степненська","UA23060000000070350","Запорізький","UA23000000000064947","Запорізька","сільська","Степненська сільська громада",0,"UA23060270010047338","Степне",47.79911,35.305592,23.4,8,94.6,200.979902342513,200.979902342513,503.212904796886,NA,NA,NA,NA,NA,1,1,0,5354,0,0,8.573e+09,"Бюджет Степненської сільської територіальної громади","Zaporizka","East","E",20007.00006,15377.163,0,1776.20211,820.768,883.74657,959.34855,4629.83706,1.25,3.75,0,0.47,0.23,0.23,0.26,0.09,0.08,-0.14,4026.3459,16484.9069,12458.561,-1.82018220108686,2.5306097365229,-22.9109563866448,25.4415661231677,NA,0.405671163960668,"male",57,"higher",1,0,0,"Слуга народу",0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,"2020-08-16",2020,556.916666666667,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"UA23060290000024046","Таврійська","UA23060000000070350","Запорізький","UA23000000000064947","Запорізька","сільська","Таврійська сільська громада",0,"UA23060290010040829","Таврійське",47.652512,35.69733,51.3,3,184.1,167.756879764845,167.756879764845,518.876384582314,NA,NA,NA,NA,NA,1,NA,0,4113,0,0,8.516e+09,"Бюджет Таврійської сільської територіальної громади","Zaporizka","East","E",13096.82067,8298.435,0,2859.58711,610.88539,911.70831,358.25241,4798.38567,1.9,3.1,0,1.11,0.26,0.37,0.15,-0.38,0.03,-0.42,3070.60795,11504.85995,8434.252,16.0217480583772,-47.5117181430091,-30.2544944355073,-17.2572237075018,NA,0.340258958145137,"male",60,"higher",1,0,0,"Самовисування",0,0,0,1,0,0,0,1,1,1,NA,0,0,0,0,0,0,0,0,"2016-10-02",2016,1970.91666666667,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
